fase,target,parametrizacion,periodo,palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,n,n_batches,mismo_signo_en_todos,significativo_en_k_periodos,ratio_lockbox_dev
Fusión,v5_d_lnirf,P2P3,lockbox,exceso_o2_combustion_pct,0.0004379813402225072,-0.0037705796254863533,0.004440865239370581,False,313,63,False,1,0.3699104668492227
Fusión,v5_d_lnirf,P2P3,lockbox,tasa_aire_nm3_min,0.0018602801403708967,-0.004968021311729826,0.009606124688413736,False,313,63,True,0,395.55453730115784
Fusión,sn_extraido_est_kg,P2P3,dev_tercio1,relacion_C_Sn_carga,-46.347921996298595,-253.82440990496676,134.0201232014474,False,489,99,False,0,-8.302391356699978
Fusión,sn_extraido_est_kg,P2P3,dev_tercio1,tasa_gn_nm3_min,283.9834427217131,-88.79412368757781,577.0624967369349,False,489,99,True,2,0.1345170104533702
Fusión,sn_extraido_est_kg,P2P3,dev_tercio1,exceso_o2_combustion_pct,-24.201473371849836,-224.05747867925922,123.14634833612479,False,489,99,False,2,1.7868600094757905
Fusión,sn_extraido_est_kg,P2P3,dev_tercio1,tasa_aire_nm3_min,-16.726889475742677,-365.51527147117395,277.18409598292664,False,489,99,False,0,5.680063270957763
Fusión,sn_extraido_est_kg,P2P3,dev_tercio2,relacion_C_Sn_carga,188.28769125714354,-145.63190734695124,524.405528771941,False,490,100,False,0,-8.302391356699978
Fusión,sn_extraido_est_kg,P2P3,dev_tercio2,tasa_gn_nm3_min,163.0777879182382,-17.727856383767747,385.15802384777174,False,490,100,True,2,0.1345170104533702
Fusión,sn_extraido_est_kg,P2P3,dev_tercio2,exceso_o2_combustion_pct,173.0930568472233,59.224558947984086,316.25455034470986,True,490,100,False,2,1.7868600094757905
Fusión,sn_extraido_est_kg,P2P3,dev_tercio2,tasa_aire_nm3_min,114.8990414547274,-48.95490285797576,336.18363256780196,False,490,100,False,0,5.680063270957763
Fusión,sn_extraido_est_kg,P2P3,dev_tercio3,relacion_C_Sn_carga,-179.64156456164116,-412.6896944604409,46.591196131940286,False,473,99,False,0,-8.302391356699978
Fusión,sn_extraido_est_kg,P2P3,dev_tercio3,tasa_gn_nm3_min,298.17770246166856,13.199972404406763,727.297114724416,True,473,99,True,2,0.1345170104533702
Fusión,sn_extraido_est_kg,P2P3,dev_tercio3,exceso_o2_combustion_pct,23.65261990788444,-355.7544014386527,448.0427713117091,False,473,99,False,2,1.7868600094757905
Fusión,sn_extraido_est_kg,P2P3,dev_tercio3,tasa_aire_nm3_min,52.48157932705291,-575.9207277973607,450.0711880854345,False,473,99,False,0,5.680063270957763
Fusión,sn_extraido_est_kg,P2P3,dev_completo,relacion_C_Sn_carga,-5.839081690657391,-132.7591257541342,96.14430153181091,False,1452,298,False,0,-8.302391356699978
Fusión,sn_extraido_est_kg,P2P3,dev_completo,tasa_gn_nm3_min,267.9977662091465,116.5177745464048,432.3532169161487,True,1452,298,True,2,0.1345170104533702
Fusión,sn_extraido_est_kg,P2P3,dev_completo,exceso_o2_combustion_pct,82.85085887996304,3.0656325522966856,181.78927662836196,True,1452,298,False,2,1.7868600094757905
Fusión,sn_extraido_est_kg,P2P3,dev_completo,tasa_aire_nm3_min,36.02415995794846,-133.19073759359833,166.77944853777444,False,1452,298,False,0,5.680063270957763
Fusión,sn_extraido_est_kg,P2P3,lockbox,relacion_C_Sn_carga,48.47834135957902,-174.69649062073387,295.83708513372517,False,312,63,False,0,-8.302391356699978
Fusión,sn_extraido_est_kg,P2P3,lockbox,tasa_gn_nm3_min,36.05025831863562,-304.5002141784024,630.9909170659486,False,312,63,True,2,0.1345170104533702
Fusión,sn_extraido_est_kg,P2P3,lockbox,exceso_o2_combustion_pct,148.04288648332815,-89.09466819824456,486.23199673988137,False,312,63,False,2,1.7868600094757905
Fusión,sn_extraido_est_kg,P2P3,lockbox,tasa_aire_nm3_min,204.61950784425042,-153.17088294591886,615.859305260807,False,312,63,False,0,5.680063270957763
