analisis,subset,n,variable,coef,se,p,ci95_lo,ci95_hi,r2,metodo
correlacion,TOTAL,356,frac_sn_polvo~dist_F,0.02009030997836307,,0.705602794187308,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_R,0.05619876844144907,,0.2896190859695972,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_R,0.048892215596773085,,0.3569969677144311,,,,pearson
correlacion,TOTAL,356,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,0.014894409277102377,,0.7794358165181704,,,,spearman
correlacion,TOTAL,356,frac_sn_polvo~dist_Fusión_tasa_feed_Carbon_kg_min,0.015294311813916047,,0.7736725181044202,,,,pearson
correlacion,TOTAL,356,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,0.042184956646667444,,0.4274876272843176,,,,spearman
correlacion,TOTAL,356,frac_sn_polvo~dist_Fusión_tasa_feed_CaO_kg_min,0.01733931352349833,,0.7444005689790061,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.05930143460726884,,0.2637712851645376,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_feed_Carbon_kg_min,0.0784219396689605,,0.13918824445070943,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,0.034414051411998874,,0.5168905492495258,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_gn_nm3_min,0.032251156056222974,,0.5435930586498616,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.051934979569849674,,0.3278262907390914,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_o2_nm3_min,0.04871005039570025,,0.3587935334616623,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.06736472282704042,,0.20415661182615955,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_tasa_aire_nm3_min,0.05037717455108081,,0.34256300865954536,,,,pearson
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_duracion_plan_min,0.010600507508355585,,0.8417982228104999,,,,spearman
correlacion,TOTAL,357,frac_sn_polvo~dist_Reducción_duracion_plan_min,0.001782584155020122,,0.9732257537068411,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_total,0.5375461087705437,,4.0253581252576693e-28,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_total,0.5397793317383376,,2.196649779724187e-28,,,,pearson
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_F,0.29190116495584084,,2.0130773954054525e-08,,,,spearman
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_F,0.3115549802276349,,1.8792118437887433e-09,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_R,0.48701731093342454,,1.1600386001401288e-22,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_R,0.4792166531666103,,6.749536643958046e-22,,,,pearson
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.12354806106718728,,0.019708989693460778,,,,spearman
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_Carbon_kg_min,0.1368026735486396,,0.009758522201357455,,,,pearson
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.37408319591500705,,2.875473182690816e-13,,,,spearman
correlacion,TOTAL,356,metal_equivalente_kg_por_t_cargada~dist_Fusión_tasa_feed_CaO_kg_min,0.3475458638562591,,1.521277685669543e-11,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.49265981687966287,,3.154457065572895e-23,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_feed_Carbon_kg_min,0.48320717089618714,,2.7572606667000884e-22,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.4591144645977212,,5.154919258514931e-20,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_gn_nm3_min,0.4219629985041672,,7.596232535707417e-17,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.5028414953934125,,2.82809742771208e-24,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_o2_nm3_min,0.47028609405111205,,4.798952869262644e-21,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.40645797335227724,,1.2350841119737316e-15,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_tasa_aire_nm3_min,0.41700073244210256,,1.88383725726089e-16,,,,pearson
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.3657494879282444,,9.67037468856005e-13,,,,spearman
correlacion,TOTAL,357,metal_equivalente_kg_por_t_cargada~dist_Reducción_duracion_plan_min,0.3628568487105963,,1.4999925198640572e-12,,,,pearson
OLS_rendimiento_proxy_batch_dist_total,DEV,293,Intercept,77.70646200996815,10.96112403902554,1.3481289381702027e-12,56.223053663401885,99.18987035653441,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,dist_total,1.06374018997546,1.0654171938793557,0.3180728481224929,-1.0244391385378053,3.151919518488725,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,ley_sn_conc_batch_pct,-0.28992722965601314,0.23902318077262522,0.22514243896601038,-0.7584040554405653,0.178549596128539,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,ley_sn_carga_batch_pct,0.11090226103113185,0.2994831281963885,0.7111498723136453,-0.4760738842111816,0.6978784062734453,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,espesor_ladrillo_norm_mm,0.0011778645566822281,0.028021908907220033,0.9664718318743653,-0.05374406767953118,0.05609979679289564,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,sn_cargado_batch_kg,-3.354687859771465e-05,0.00013121578118438634,0.798211901272036,-0.0002907250839224003,0.00022363132672697104,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,temperatura_media_fusion,0.0013158534723179528,0.006906151133624328,0.8488910578598191,-0.012219954021376196,0.014851660966012101,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,DEV,293,frac_carga_secundaria_media_fusion,-4.55386047600056,4.143903086258668,0.27179848861961287,-12.675761280491926,3.568040328490806,0.021437905559708592,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,Intercept,77.58258710590296,10.996915616970067,1.726743967112439e-12,56.02902855561556,99.13614565619037,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,dist_F,-0.4261881542056976,1.8111266631784693,0.813963018039586,-3.975931185475703,3.1235548770643073,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,dist_R,0.8212250318510941,0.7561191848935394,0.2774324208340393,-0.6607413385600251,2.3031914022622133,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,ley_sn_conc_batch_pct,-0.2900215360394366,0.23980608442342846,0.2265091165197427,-0.760032824782928,0.17998975270405487,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,ley_sn_carga_batch_pct,0.10812779612685892,0.2982756546322619,0.7169712312100024,-0.4764817444174822,0.6927373366712001,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,espesor_ladrillo_norm_mm,0.0008084703745587061,0.027921500016187126,0.9769003848799951,-0.0539166640515026,0.055533604800620015,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,sn_cargado_batch_kg,-2.8053896756890114e-05,0.000130315937401041,0.829552122136925,-0.0002834684406745067,0.00022736064716072648,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,temperatura_media_fusion,0.0014664777141965794,0.006885334663298545,0.8313381288630454,-0.012028530247373789,0.014961485675766948,0.02200346461950453,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,DEV,293,frac_carga_secundaria_media_fusion,-4.288538402330167,4.146332419679537,0.3009974268726665,-12.415200612832876,3.838123808172541,0.02200346461950453,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,Intercept,-0.08160174884635198,0.08059087580097578,0.31127836914935836,-0.23955696289880507,0.07635346520610113,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,dist_total,-0.013185232743553415,0.009137306863415472,0.1490174209891594,-0.031094025111538387,0.004723559624431557,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,ley_sn_conc_batch_pct,0.003814846509574186,0.0016326110196847015,0.019457200050406857,0.0006149877102289577,0.007014705308919414,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,ley_sn_carga_batch_pct,0.0013260800151991576,0.0024087488263631845,0.581958318963359,-0.0033949809322758083,0.006047140962674123,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,espesor_ladrillo_norm_mm,0.00014416020678062393,0.0001898480570736245,0.4476460984327748,-0.00022793514761858475,0.0005162555611798326,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,sn_cargado_batch_kg,1.623264483614106e-06,9.08145733710768e-07,0.07386489465473331,-1.5666844717270167e-07,3.403197414400914e-06,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,temperatura_media_fusion,-0.0001097631826791163,4.7935188481281256e-05,0.0220314757559466,-0.0002037144256945668,-1.581193966366578e-05,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_total,DEV,293,frac_carga_secundaria_media_fusion,0.022499270645141747,0.026039494350283635,0.3875636823574148,-0.02853720045704839,0.07353574174733188,0.11057790515197619,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,Intercept,-0.08261851986529851,0.08123252314204041,0.30912389258552797,-0.2418313395970142,0.07659429986641715,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,dist_F,-0.009760018654580047,0.014177723755060467,0.4911976547010616,-0.03754784659725654,0.01802780928809644,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,dist_R,-0.008913962219382579,0.006411480317837587,0.1644339568458183,-0.021480232729931666,0.0036523082911665092,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,ley_sn_conc_batch_pct,0.003814072438358956,0.0016459419389868112,0.020489671389405575,0.0005880855173007828,0.007040059359417129,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,ley_sn_carga_batch_pct,0.0013033070772222714,0.0024686271553023874,0.5975353414964826,-0.0035351132384279747,0.006141727392872517,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,espesor_ladrillo_norm_mm,0.00014112820201998575,0.00019262810764141753,0.46377440062988173,-0.00023641595136729738,0.0005186723554072689,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,sn_cargado_batch_kg,1.668351136026928e-06,9.282814631324613e-07,0.07229640561129912,-1.5104709922884223e-07,3.4877493712826982e-06,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,temperatura_media_fusion,-0.00010852685184186478,4.8280871752127216e-05,0.024587481484302322,-0.0002031556216182314,-1.389808206549819e-05,0.11118430864666318,ols_hc3
OLS_frac_sn_dross_dist_F_R,DEV,293,frac_carga_secundaria_media_fusion,0.02467704666174225,0.027023206011108292,0.3611479704294376,-0.0282874638668363,0.0776415571903208,0.11118430864666318,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,Intercept,0.3045371287466722,0.07204645427184674,2.3687489035196323e-05,0.16332867316004068,0.44574558433330375,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,dist_total,0.002547830843798879,0.0068399090160048606,0.7095244499439566,-0.010858144485101449,0.015953806172699207,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,ley_sn_conc_batch_pct,-0.0009155742130141549,0.0016213040772693336,0.5722678476741803,-0.0040932718124499935,0.002262123386421684,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,ley_sn_carga_batch_pct,-0.0024351026255104657,0.0018324078098762232,0.18387810309723085,-0.006026555937857782,0.0011563506868368508,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,espesor_ladrillo_norm_mm,-0.0001559388523474572,0.0002020752656939793,0.4402998415424729,-0.000551999095274019,0.00024012139057910453,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,sn_cargado_batch_kg,-1.2877956976375432e-06,8.490452860451925e-07,0.12932795299335537,-2.9518938795296285e-06,3.763024842545423e-07,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,temperatura_media_fusion,9.66046479559432e-05,4.91418440489736e-05,0.04931792979655201,2.8840348607096506e-07,0.00019292089242581545,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_total,DEV,293,frac_carga_secundaria_media_fusion,0.023039334114862066,0.027105097157915446,0.3953250548495858,-0.030085680112111185,0.07616434834183532,0.06985667375300808,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,Intercept,0.3067926488062692,0.07225280184897205,2.1752321632958254e-05,0.16517975940017499,0.44840553821236345,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,dist_F,0.01402190019663722,0.014874770129280358,0.3458531405948704,-0.015132113535064485,0.04317591392833893,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,dist_R,0.0007017119008717235,0.005035929919478373,0.8891806313765482,-0.009168529369973583,0.01057195317171703,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,ley_sn_conc_batch_pct,-0.0009138570779646244,0.0016230238314084966,0.5733951693913946,-0.004094925333575486,0.0022672111776462374,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,ley_sn_carga_batch_pct,-0.0023845850384908245,0.0018141685306721385,0.18870385832038994,-0.0059402900204941645,0.0011711199435125155,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,espesor_ladrillo_norm_mm,-0.00014921290576559007,0.00019981517928560836,0.45521170043238,-0.0005408434607297963,0.00024241764919861615,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,sn_cargado_batch_kg,-1.3878121684611103e-06,8.48123821874946e-07,0.10177011769821508,-3.0501043137664684e-06,2.7447997684424777e-07,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,temperatura_media_fusion,9.386207469990493e-05,4.856755841278777e-05,0.05328444837112943,-1.328590606204403e-06,0.00018905274000601425,0.07349298772832735,ols_hc3
OLS_frac_sn_polvo_dist_F_R,DEV,293,frac_carga_secundaria_media_fusion,0.018208337361558042,0.026737902364396764,0.49587561168431415,-0.03419698829480797,0.07061366301792406,0.07349298772832735,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,Intercept,69.98128846381174,93.14212397483814,0.4524488047115256,-112.57391997043574,252.53649689805923,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,dist_total,-2.3722770366300114,2.551756015717988,0.3525448090390816,-7.373626924770692,2.629072851510669,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,ley_sn_conc_batch_pct,-0.6113667400846836,2.7346191940832827,0.8230953449792535,-5.971121871919865,4.748388391750498,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,ley_sn_carga_batch_pct,1.0737059388822487,4.285436311802825,0.802163870570896,-7.32559489029145,9.473006768055948,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,espesor_ladrillo_norm_mm,0.1415483457193445,0.5829401692598494,0.8081464178096815,-1.0009933911716433,1.2840900826103323,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,sn_cargado_batch_kg,4.82620848326191e-05,0.0006688960174542618,0.9424810637184248,-0.0012627500187800094,0.0013592741884452476,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,temperatura_media_fusion,-0.029343926871908732,0.026754252830489513,0.27273107951193,-0.08178129885294698,0.023093445109129515,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,LOCKBOX,63,frac_carga_secundaria_media_fusion,-55.98237734415804,41.555884520338445,0.17792907981221961,-137.43041434972693,25.465659661410854,0.16175229401995994,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,Intercept,44.08579233025614,105.96646072761288,0.6773841447307071,-163.60465426504317,251.77623892555545,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,dist_F,1.8512012847728627,2.7145593346363044,0.49526880967241516,-3.469237245011306,7.1716398145570315,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,dist_R,-2.0791224302386544,1.8630725123209702,0.2644374120568045,-5.7306774549743125,1.5724325944970032,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,ley_sn_conc_batch_pct,-0.085933996884755,2.7923796166442063,0.9754494024349886,-5.558897476671162,5.387029482901652,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,ley_sn_carga_batch_pct,0.3424099797553595,4.372680911607701,0.9375841303115376,-8.227887122881507,8.912707082392226,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,espesor_ladrillo_norm_mm,0.30725058731011057,0.6374563205713065,0.6298096897730813,-0.9421408427270694,1.5566420173472906,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,sn_cargado_batch_kg,2.388354856642203e-05,0.0006686879320306983,0.9715079892869822,-0.0012867207151103144,0.0013344878122431585,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,temperatura_media_fusion,-0.029425016411430582,0.027778950381211486,0.28948326421630033,-0.08387075868693031,0.025020725864069136,0.1746821287593051,ols_hc3
OLS_rendimiento_proxy_batch_dist_F_R,LOCKBOX,63,frac_carga_secundaria_media_fusion,-63.321023751723615,43.262588123598924,0.1432912676556467,-148.11413835196777,21.47209084852055,0.1746821287593051,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,Intercept,0.7990449583687138,0.9931922905769973,0.42109562105871956,-1.147576160885041,2.7456660776224684,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,dist_total,0.006755206546328585,0.0235827565204437,0.7745358887577369,-0.03946614688991819,0.05297655998257536,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,ley_sn_conc_batch_pct,0.010597747347894034,0.026817377334235747,0.6927085059348788,-0.041963346387028796,0.06315884108281686,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,ley_sn_carga_batch_pct,-0.030935411032291978,0.04246219844001494,0.4662830779338406,-0.11415979067911414,0.052288968614530175,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,espesor_ladrillo_norm_mm,-0.0004247530768583278,0.006049739915229846,0.9440264049481061,-0.012282025426543226,0.011432519272826569,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,sn_cargado_batch_kg,3.729729896309441e-06,6.9788995543423894e-06,0.5930444039903009,-9.948661881924276e-06,1.740812167454316e-05,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,temperatura_media_fusion,-0.00010923163289337274,0.0002624920129607026,0.6773125606199487,-0.000623706524525771,0.0004052432587390255,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_total,LOCKBOX,63,frac_carga_secundaria_media_fusion,0.3443590262459916,0.41480050451853284,0.4064370983748964,-0.4686350233793768,1.15735307587136,0.13815248171016237,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,Intercept,0.7753172675070233,1.0411113316748057,0.4564521357571588,-1.2652234464721306,2.8158579814861775,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,dist_F,0.004247342477796269,0.025902488842281694,0.8697513755236134,-0.04652060276302645,0.05501528771861899,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,dist_R,0.00447270820282144,0.01690121947625714,0.7912881940333566,-0.02865307326544947,0.03759848967109235,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,ley_sn_conc_batch_pct,0.01107919422324282,0.02748905935237659,0.6869186984455351,-0.04279837207629924,0.06495676052278487,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,ley_sn_carga_batch_pct,-0.03160548757212296,0.04362078366525851,0.46872745640454994,-0.11710065253344273,0.05388967738919681,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,espesor_ladrillo_norm_mm,-0.0002729223668675538,0.006391154246435573,0.9659381749600409,-0.012799354509521505,0.012253509775786398,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,sn_cargado_batch_kg,3.7073921751404922e-06,7.066776862645776e-06,0.5998454425183917,-1.0143235962426186e-05,1.755802031270717e-05,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,temperatura_media_fusion,-0.00010930593413540572,0.0002664981605973899,0.6816911999601899,-0.0006316327308524613,0.0004130208625816498,0.13828288236633413,ols_hc3
OLS_frac_sn_dross_dist_F_R,LOCKBOX,63,frac_carga_secundaria_media_fusion,0.337634724367308,0.4184054316450642,0.41969190113081056,-0.4824248525929533,1.1576943013275693,0.13828288236633413,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,Intercept,-0.4988578430068386,0.8645900303040445,0.5639477411624843,-2.19342316379516,1.1957074777814825,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,dist_total,0.01696756381997149,0.022092290230335876,0.44246876626567444,-0.02633252936749292,0.0602676570074359,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,ley_sn_conc_batch_pct,-0.004484079947047193,0.01813073071098221,0.8046611097900908,-0.04001965915396661,0.031051499259872224,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,ley_sn_carga_batch_pct,0.020198351643469337,0.030851991220167022,0.5126702556203218,-0.04027043999940398,0.08066714328634265,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,espesor_ladrillo_norm_mm,-0.0009907303803350703,0.004467066194888528,0.824480890218622,-0.009746019238872968,0.007764558478202827,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,sn_cargado_batch_kg,-4.2123507446359165e-06,5.456413458170764e-06,0.4401144758094957,-1.4906724607410264e-05,6.48202311813843e-06,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,temperatura_media_fusion,0.00040267090161245705,0.00033815183069769924,0.23373245539024867,-0.0002600945078613193,0.0010654363110862335,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_total,LOCKBOX,63,frac_carga_secundaria_media_fusion,0.21546474719558734,0.4397746207693345,0.6241738314547707,-0.6464776708270688,1.0774071652182433,0.1282126630164765,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,Intercept,-0.21617519080959524,0.8868262535421965,0.8074145849265233,-1.9543227082968868,1.5219723266776963,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,dist_F,-0.022759355325525477,0.01731457316182614,0.18869064466804875,-0.05669529513038852,0.011176584479337566,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,dist_R,0.016318516099564962,0.015469265216530182,0.2914714105068261,-0.014000686592132397,0.04663771879126232,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,ley_sn_conc_batch_pct,-0.01021985425439595,0.017721132825247156,0.5641391984361783,-0.04495263635713091,0.024512927848339014,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,ley_sn_carga_batch_pct,0.02818138777457034,0.030012594664940155,0.3477382477805443,-0.030642216851311334,0.08700499240045201,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,espesor_ladrillo_norm_mm,-0.0027995835062336032,0.004536346576768433,0.537139104167881,-0.011690659418091295,0.006091492405624089,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,sn_cargado_batch_kg,-3.946227660804526e-06,5.229541690971585e-06,0.4504872446592437,-1.4195941030759525e-05,6.303485709150473e-06,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,temperatura_media_fusion,0.00040355609824971415,0.0003476649359745601,0.24573887376739534,-0.0002778546549478474,0.0010849668514472757,0.15873307782703117,ols_hc3
OLS_frac_sn_polvo_dist_F_R,LOCKBOX,63,frac_carga_secundaria_media_fusion,0.29557551314992836,0.4381331556035121,0.4999141425896817,-0.5631496922658388,1.1543007185656955,0.15873307782703117,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,Intercept,72.60955731675861,10.399410297717631,2.9083292569190083e-12,52.22708767277709,92.99202696074013,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,dist_total,0.6097582976913518,0.9977234924490569,0.541100556261655,-1.3457438140383202,2.5652604094210236,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,ley_sn_conc_batch_pct,-0.12713090159541962,0.21170583439516416,0.54816818913499,-0.5420667123269424,0.2878049091361031,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,ley_sn_carga_batch_pct,0.29618402822135925,0.2991765392729658,0.32217533724592406,-0.29019121377298673,0.8825592702157052,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,espesor_ladrillo_norm_mm,-0.020866440473062048,0.019439236210246874,0.28308327927208243,-0.05896664333211281,0.017233762385988713,0.022206468653776734,ols_hc3
OLS_rendimiento_proxy_batch_dist_total,TOTAL,356,sn_cargado_batch_kg,-0.0001015862664828388,0.00013891016341028108,0.46459037381981483,-0.0003738451838535633,0.0001706726508878857,0.022206468653776734,ols_hc3
