Batch,orden_escalon_fase,pos,y,pred,modelo,target,train_end
AP0112,3,111,0.28396693403615425,0.3885845872641161,gn_por_orden,m6_ln_sn_dep,99
AP0113,0,112,1.3522705702350653,1.4525471815620674,gn_por_orden,m6_ln_sn_dep,99
AP0113,1,112,0.42413728407287365,0.5564347117295532,gn_por_orden,m6_ln_sn_dep,99
AP0113,2,112,0.4705014329869836,0.4898197141259703,gn_por_orden,m6_ln_sn_dep,99
AP0113,3,112,0.48738793507992373,0.39402029191366783,gn_por_orden,m6_ln_sn_dep,99
AP0114,0,113,1.5949686584675706,1.702598066506365,gn_por_orden,m6_ln_sn_dep,99
AP0114,1,113,0.5315498937215366,0.6342009458714774,gn_por_orden,m6_ln_sn_dep,99
AP0114,2,113,0.5112264845369012,0.45621174973469514,gn_por_orden,m6_ln_sn_dep,99
AP0114,3,113,0.3096945272852654,0.3659104957674745,gn_por_orden,m6_ln_sn_dep,99
AP0115,0,114,1.9831597378793921,1.6555890558357569,gn_por_orden,m6_ln_sn_dep,99
AP0115,1,114,0.0919376976064999,0.5180932523043693,gn_por_orden,m6_ln_sn_dep,99
AP0115,2,114,0.8415481674149644,0.45206858139951694,gn_por_orden,m6_ln_sn_dep,99
AP0116,0,115,1.2942424888807251,1.3385296890678404,gn_por_orden,m6_ln_sn_dep,99
AP0116,1,115,0.6533346080244727,0.5190709010330306,gn_por_orden,m6_ln_sn_dep,99
AP0116,2,115,0.17590409895480952,0.42834573278494953,gn_por_orden,m6_ln_sn_dep,99
AP0116,3,115,0.32403446171019307,0.37640189673111435,gn_por_orden,m6_ln_sn_dep,99
AP0117,0,116,1.1724925527175518,1.2661638439835436,gn_por_orden,m6_ln_sn_dep,99
AP0117,1,116,0.4227527327573284,0.4886772352133203,gn_por_orden,m6_ln_sn_dep,99
AP0117,2,116,0.34319918545466765,0.39420645375702545,gn_por_orden,m6_ln_sn_dep,99
AP0117,3,116,0.49233595628688565,0.33477008109657447,gn_por_orden,m6_ln_sn_dep,99
AP0118,0,117,1.8545489158730026,1.5941044451908757,gn_por_orden,m6_ln_sn_dep,99
AP0118,1,117,0.5494620071928313,0.48718643921367155,gn_por_orden,m6_ln_sn_dep,99
AP0118,2,117,-0.10093240086507327,0.3949068560062092,gn_por_orden,m6_ln_sn_dep,99
AP0118,3,117,0.35929850203806446,0.366487118364643,gn_por_orden,m6_ln_sn_dep,99
AP0119,0,118,2.1607226809439455,1.6538532499436,gn_por_orden,m6_ln_sn_dep,99
AP0119,1,118,0.5828573661636198,0.4955427670710519,gn_por_orden,m6_ln_sn_dep,99
