Batch,fecha_inicio,escalon_idx,fase_proceso,b6_masa_escoria_multioxido_kg,m_est_cao_kg,m_est_sio2_kg,m_est_al2o3_kg,m_est_mgo_kg
AP0068,2026-05-14 07:52:00,10,Reducción,322304.25169871154,344699.8474666883,309043.1261072364,329411.8708763374,309934.2314496198
AP0068,2026-05-14 08:12:00,11,Reducción,324561.0251559841,352898.36137783824,305860.6625415811,334424.628390099,327835.58272355434
AP0069,2026-05-14 09:42:00,1,Fusión,52629.1977268664,54059.465753193654,51745.6680226747,52116.39058356515,54931.483562510046
AP0069,2026-05-14 10:09:00,2,Fusión,90901.79910247056,97805.69022767362,87515.95907483746,88458.9208433307,92158.6972634852
AP0069,2026-05-14 10:41:00,3,Fusión,129781.54727962115,140971.2626781954,124350.47574301089,125568.43867792538,131894.14478335693
AP0069,2026-05-14 11:18:00,4,Fusión,163557.94206758682,174208.95177876728,158308.61345580162,159653.55140176753,166160.53446426414
AP0069,2026-05-14 12:00:00,5,Fusión,218735.74908401482,218047.4512034395,217255.6781342941,220262.3036851575,235242.4141646657
AP0069,2026-05-14 12:47:00,6,Fusión,280561.7204118717,302477.1052551161,268846.3937742715,272275.9203598738,296776.97237047815
AP0069,2026-05-14 13:39:00,7,Fusión,338820.0395504645,310915.80151938397,350109.18254892644,340789.816964917,382315.00111055025
AP0069,2026-05-14 14:51:00,8,Reducción,317166.2421968514,313079.84576143103,314704.95921754045,329527.365997564,335717.3535752597
AP0069,2026-05-14 15:21:00,9,Reducción,305066.63293793815,300031.89197469386,304172.58288271294,317226.65310304804,312689.8196687444
AP0069,2026-05-14 15:46:00,10,Reducción,308837.5962470134,297506.024523689,310376.6827263348,324746.2401033967,318368.2812575994
AP0069,2026-05-14 16:06:00,11,Reducción,,,,,
AP0070,2026-05-14 17:28:00,1,Fusión,54466.33942480919,56804.599047056065,53415.03968388723,53927.56770761221,53029.91312155736
AP0070,2026-05-14 17:56:00,2,Fusión,90778.1831696924,95697.39599443108,88429.6292651611,89161.99674684941,90617.55312887637
AP0070,2026-05-14 18:29:00,3,Fusión,135147.46493266203,139581.29527828124,132226.5827199139,133985.94541576886,143116.71518333562
AP0070,2026-05-14 19:07:00,4,Fusión,191075.83287311892,207787.60098980393,182827.23722093579,179706.53614398526,209859.7247490216
AP0070,2026-05-14 19:50:00,5,Fusión,238147.3047491012,261211.75931229285,227248.02196213312,226903.0275099707,246331.7092486053
AP0070,2026-05-14 20:38:00,6,Fusión,291055.3045464497,313143.3885770749,279496.65249870165,282771.8027147844,304443.9738624232
AP0070,2026-05-14 21:31:00,7,Fusión,325682.28747600416,318727.10821921326,328050.940959347,326863.64941253053,339552.2248590083
AP0070,2026-05-14 22:34:00,8,Reducción,307286.79963542335,287286.228129546,313014.89161463355,328307.2869247707,310254.6626410782
AP0070,2026-05-14 23:04:00,9,Reducción,297210.4275290259,304975.9336876426,290386.94332968636,308909.7245630542,291994.45782469737
AP0070,2026-05-14 23:29:00,10,Reducción,291680.32956586586,294089.4595138131,287591.96416476194,306332.12272618065,281350.1241803645
AP0070,2026-05-14 23:49:00,11,Reducción,,,,,
AP0071,2026-05-15 00:58:00,1,Fusión,50626.71125010055,49959.818093023045,50918.14957525537,50750.59389156387,51212.47142049414
AP0071,2026-05-15 01:26:00,2,Fusión,86242.41419053856,89364.3434014625,84893.89058058789,84506.89000020853,86534.85281707703
AP0071,2026-05-15 01:59:00,3,Fusión,130192.91233355188,138977.20165080886,126049.56189236089,127321.77154424669,129303.72230644301
AP0071,2026-05-15 02:37:00,4,Fusión,171707.86960636557,176982.28087048483,169625.63749964762,170093.81734923652,166362.18999451128
AP0071,2026-05-15 03:20:00,5,Fusión,236272.99394734178,257609.03781497767,225408.60999454476,228480.3797967609,245284.24744619775
AP0071,2026-05-15 04:08:00,6,Fusión,294388.2306864782,318012.8313391222,282366.30665643123,285414.690664549,305237.91033555573
AP0071,2026-05-15 05:01:00,7,Fusión,373968.2500298489,407872.11799811566,357888.83421648975,361131.60367544787,376386.60191661894
AP0071,2026-05-15 06:18:00,8,Reducción,316647.84607043595,284142.96935480484,332679.3301779861,326030.8084595238,315611.93993399566
AP0071,2026-05-15 06:48:00,9,Reducción,316239.1825401206,308676.4591688019,317495.0582657011,329791.1252621362,311907.7435432576
AP0071,2026-05-15 07:13:00,10,Reducción,314726.8335534552,306307.46373841044,316197.94952575956,328494.69379044796,312758.1056580114
AP0071,2026-05-15 07:33:00,11,Reducción,330501.73076917796,319283.8089502199,336222.246184309,327579.12877694116,345170.79861464555
AP0072,2026-05-15 09:19:00,1,Fusión,53925.980820131845,58703.61157399116,52259.3726272691,51418.19024091131,49549.74236037647
AP0072,2026-05-15 09:47:00,2,Fusión,91053.4234586819,92505.60854309793,90468.7136388115,90063.99336903055,91222.45937311741
AP0072,2026-05-15 10:20:00,3,Fusión,134531.19308282703,143385.19151453945,130788.43648627237,130187.83075896508,132844.7826348477
AP0072,2026-05-15 10:58:00,4,Fusión,173923.8436365752,166875.78729059864,177606.94185510138,173618.1429702409,177900.05077734386
AP0072,2026-05-15 11:41:00,5,Fusión,231978.14170035894,238362.46797484832,229122.38349987683,227129.5262155215,237275.12550359438
AP0072,2026-05-15 12:29:00,6,Fusión,280257.15244975325,280830.6915928353,280832.17372370977,274883.1315868621,285211.24326955876
AP0072,2026-05-15 13:22:00,7,Fusión,356408.90973637527,359039.1289474059,354913.92781343916,353316.83558180765,365170.0447960773
AP0072,2026-05-15 14:31:00,8,Reducción,332452.04604415136,340542.26165464666,328249.7142982022,332064.4482000826,329657.43411151506
AP0072,2026-05-15 15:01:00,9,Reducción,331917.8726308575,326449.4131623097,334998.6012547969,328433.902618371,341543.1207446402
AP0072,2026-05-15 15:26:00,10,Reducción,316865.78109306935,312438.88831835845,317950.47257747024,324683.5278260715,310765.7701833299
AP0072,2026-05-15 15:46:00,11,Reducción,311139.1332308835,307628.0927460266,310507.2414873975,323888.4987317695,304689.25146417756
AP0073,2026-05-15 17:25:00,1,Fusión,54853.49039111088,55593.59302461181,54931.17967254951,54038.94002133219,51627.27460957464
AP0073,2026-05-15 17:53:00,2,Fusión,93891.35129648952,96220.36762460977,93073.27593673307,92617.61513746684,91962.88146253937
AP0073,2026-05-15 18:26:00,3,Fusión,135631.80284703404,139012.15899872727,134709.01416020645,131929.53196059642,135041.87032602855
AP0073,2026-05-15 19:04:00,4,Fusión,183547.70290384686,203999.35014778507,175617.4531160625,173036.76528125704,173035.84311180856
AP0073,2026-05-15 19:47:00,5,Fusión,236982.38356371428,258973.94065955278,227392.97477247205,226577.99884199147,234985.20695553455
AP0073,2026-05-15 20:35:00,6,Fusión,314174.09183752397,351760.7770435867,298851.7769801754,291563.5445161469,312312.3280517738
AP0073,2026-05-15 21:28:00,7,Fusión,340882.8369582972,327357.48902824457,348368.01938285795,336499.1152952491,354424.5725344717
AP0073,2026-05-15 22:40:00,8,Reducción,314381.3363609348,302184.2894334057,320185.8207422078,322276.56140777015,304187.42806930194
AP0073,2026-05-15 23:10:00,9,Reducción,309186.03830942453,290861.09112921834,317475.06126148213,323841.7724058245,290906.3306728503
AP0073,2026-05-15 23:35:00,10,Reducción,301977.84272455634,294861.4285872871,304315.94287520467,316180.02445720293,281026.0357068212
AP0073,2026-05-15 23:55:00,11,Reducción,293243.30591547774,289097.77654135774,294834.2651540798,304575.88499311404,269996.15330360126
AP0074,2026-05-16 01:09:00,1,Fusión,53058.78933307107,49347.24283017087,55280.489967079695,53542.05538680952,50227.98667127258
AP0074,2026-05-16 01:37:00,2,Fusión,95065.51756250401,100828.49034822248,93299.98991087989,91023.71527695746,89891.14012966091
AP0074,2026-05-16 02:10:00,3,Fusión,143800.86759103002,150227.66051568193,141163.01847045688,139416.14028622003,145122.6445539067
AP0074,2026-05-16 02:48:00,4,Fusión,181807.17943982407,190350.7548632821,178878.60943870366,172704.18714575746,186235.5894280671
AP0074,2026-05-16 03:31:00,5,Fusión,235029.65129378592,255805.1013711598,226900.83633915216,219637.74509164464,238258.5494787442
AP0074,2026-05-16 04:19:00,6,Fusión,279170.0666922003,280870.66856225533,280919.56653560494,264065.03345034254,291060.84352724144
AP0074,2026-05-16 05:12:00,7,Fusión,349469.5434444919,369077.6348929348,346202.5883933601,318047.55445373844,350501.7752119486
AP0074,2026-05-16 06:26:00,8,Reducción,309449.68279453996,275959.962221977,328322.4134118186,310682.64094828174,305638.5457540132
AP0074,2026-05-16 06:56:00,9,Reducción,300674.37187665433,300908.2126651311,301834.72785452555,302929.650381521,280055.3602365869
AP0074,2026-05-16 07:21:00,10,Reducción,297039.37832788174,297957.7586576784,297450.73182273086,300637.31095267227,276734.64958835527
AP0074,2026-05-16 07:41:00,11,Reducción,287527.16620080336,291018.47189948783,286087.9183778583,292875.4136274278,266841.905209459
AP0075,2026-05-16 09:11:00,1,Fusión,57702.97652916506,56573.37214452878,58625.38232185727,57011.63298456828,56434.449415997035
AP0075,2026-05-16 09:39:00,2,Fusión,95905.09437411647,85893.00147986064,101315.42438004536,97050.84248583918,95183.26347588663
AP0075,2026-05-16 10:12:00,3,Fusión,141339.35433982813,124700.49135640459,149073.98015336925,145233.92041147,148573.72208120793
AP0075,2026-05-16 10:50:00,4,Fusión,192724.69072729288,190989.68206100143,193263.4513268673,192383.30684832935,198530.55456013026
AP0075,2026-05-16 11:33:00,5,Fusión,257871.1885352945,259682.39414680953,256796.05193701253,252075.62784983122,274595.8953483008
AP0075,2026-05-16 12:21:00,6,Fusión,287812.3519304612,269303.0614796725,296108.89796498267,292826.1979749545,297384.2222962817
AP0075,2026-05-16 13:14:00,7,Fusión,351080.3044819971,330640.98701191525,358922.05427846767,360158.7758326784,366477.50940177514
AP0075,2026-05-16 14:21:00,8,Reducción,319662.11621624447,288357.4905609055,334897.2871056236,326698.8335660751,326489.91293059225
AP0075,2026-05-16 14:51:00,9,Reducción,312515.72612103104,310187.5703085264,311169.75583741575,325081.97362238227,307115.68226337945
AP0075,2026-05-16 15:16:00,10,Reducción,304115.0451602939,300563.46579220076,304019.32924761064,317854.1154046179,289211.8423397894
AP0075,2026-05-16 15:36:00,11,Reducción,,,,,
AP0076,2026-05-16 16:49:00,1,Fusión,53906.56244310913,47822.474375129255,56775.55759271171,56368.94925230925,53214.425624620875
AP0076,2026-05-16 17:17:00,2,Fusión,95321.11823472499,93544.24978028992,96033.12911088037,97005.3245184052,93836.96332966175
AP0076,2026-05-16 17:50:00,3,Fusión,142601.88641572936,143451.3425938971,142003.2178964327,142366.20610505287,144599.32526846693
AP0076,2026-05-16 18:28:00,4,Fusión,177421.95743901303,155719.41189757246,186222.80393590612,186562.00486822025,189886.66313751775
AP0076,2026-05-16 19:11:00,5,Fusión,225978.4670495158,214889.44332375468,229864.3165100723,232332.79920193178,234457.83757262814
AP0076,2026-05-16 19:59:00,6,Fusión,291498.6208838094,280006.62659219594,295930.95287503797,294734.0151885091,305088.2455685759
AP0076,2026-05-16 20:52:00,7,Fusión,343431.10770326015,338694.16583025176,344487.42311271245,348987.170879196,345866.64770471514
AP0076,2026-05-16 22:05:00,8,Reducción,321471.7097580351,299916.419550978,331088.1078784868,327281.38891124475,333205.4078993161
AP0076,2026-05-16 22:35:00,9,Reducción,312064.3204913031,298837.4607456111,317804.18904295505,317642.7439065713,315460.25606333226
AP0076,2026-05-16 23:00:00,10,Reducción,304621.5379897791,300466.1011571767,303102.81857884367,318987.0834259048,307563.38543692086
AP0076,2026-05-16 23:20:00,11,Reducción,,,,,
AP0077,2026-05-17 00:36:00,1,Fusión,53491.52839668548,51399.56367689522,54515.72608694271,54484.05005936041,52429.32894064162
AP0077,2026-05-17 01:04:00,2,Fusión,95449.88557983655,90311.31544345006,97670.1905885217,97106.86708721127,98293.16687082048
AP0077,2026-05-17 01:37:00,3,Fusión,136962.3409910593,142723.88353768084,134839.15709547902,131873.92863586024,138678.1110122299
AP0077,2026-05-17 02:15:00,4,Fusión,181460.66762766198,171678.46566562593,184957.1469119852,186783.50340398517,188964.005130343
AP0077,2026-05-17 02:58:00,5,Fusión,232079.2413523888,226410.3930401359,234106.6055209002,236850.97135769503,231728.46919465822
AP0077,2026-05-17 03:46:00,6,Fusión,283479.8279796935,284374.12823832413,282743.99225290236,282865.9040566218,287771.74811390805
AP0077,2026-05-17 04:39:00,7,Fusión,343327.41610943334,344389.3785792695,343810.2025533885,340501.2031300712,339176.4484605713
AP0077,2026-05-17 05:42:00,8,Reducción,307668.24019109865,283003.5958538803,316713.60661938234,325749.59121061955,311092.22081911477
AP0077,2026-05-17 06:12:00,9,Reducción,319529.3203329394,304312.9020917218,325526.86520288,323109.5553914295,338047.44951207057
AP0077,2026-05-17 06:37:00,10,Reducción,312265.202769876,294141.7849623178,320404.5040548597,316121.17031711596,324388.8621582962
AP0077,2026-05-17 06:57:00,11,Reducción,299350.1511569767,294920.1740853882,299448.89447977755,308911.813940486,299380.18542464793
AP0078,2026-05-17 08:27:00,1,Fusión,56925.710044101885,52958.86440387153,58616.681453242716,58917.61078785972,57396.86646131599
AP0078,2026-05-17 08:55:00,2,Fusión,101670.92989845811,97496.77784752057,103570.95592504308,103390.65432827409,101870.96761638485
AP0078,2026-05-17 09:28:00,3,Fusión,146344.63631905796,155895.5957953761,141621.7110776341,142797.16061801484,148982.18588856503
AP0078,2026-05-17 10:06:00,4,Fusión,200658.00740012058,200175.21514703834,200213.4308043595,199273.4065322446,212461.31245666274
AP0078,2026-05-17 10:49:00,5,Fusión,231193.86045935703,230008.1418301906,230648.60101768625,233163.51691227377,239191.7722076647
AP0078,2026-05-17 11:37:00,6,Fusión,297508.9746205328,300041.1229582314,293683.0906212651,297989.94205640105,322856.84906881227
AP0078,2026-05-17 12:30:00,7,Fusión,351708.5470002402,336729.3012016878,356325.0137374144,361178.9335290056,367728.1291371305
AP0078,2026-05-17 13:51:00,8,Reducción,333769.8389763078,323799.13137759094,338862.8799802106,335904.78889649844,333567.0005355041
AP0078,2026-05-17 14:21:00,9,Reducción,322277.4458033751,307226.7921674052,329194.2291189929,325325.37814947026,331024.4043377249
AP0078,2026-05-17 14:46:00,10,Reducción,318042.8304436137,304810.3973161975,325026.3537574933,318059.9391694301,323103.30976403505
AP0078,2026-05-17 15:06:00,11,Reducción,,,,,
AP0079,2026-05-17 16:24:00,1,Fusión,54485.0767922061,52450.87106721945,55294.37947539832,56124.065547852806,53653.86399444051
AP0079,2026-05-17 16:52:00,2,Fusión,99595.0570904353,94775.01719477709,101285.69834137327,102435.16305841714,103046.22040570517
AP0079,2026-05-17 17:25:00,3,Fusión,137735.0843674651,135373.5520006728,138982.47741602073,138683.96045429463,135998.97199032764
AP0079,2026-05-17 18:03:00,4,Fusión,177678.62821966587,164675.21472123906,184717.43573429532,182350.32138915706,167764.06472925245
AP0079,2026-05-17 18:46:00,5,Fusión,220104.19353165937,205390.9418882533,227999.90081102593,225841.22177072673,208395.74586813172
AP0079,2026-05-17 19:34:00,6,Fusión,264536.40984583803,240075.68489375355,277245.38281104696,275228.8909212723,246503.79375117086
AP0079,2026-05-17 20:27:00,7,Fusión,344093.8543646556,326798.48173745483,360602.0880657791,328970.9953872073,310773.05598731036
AP0079,2026-05-17 21:39:00,8,Reducción,307958.3271141904,289530.8487263196,320202.7375033989,319501.4165123662,255016.92549668637
AP0079,2026-05-17 22:09:00,9,Reducción,309790.01623063395,285940.482469182,326907.0490712993,312137.86855473864,262138.5364431362
AP0079,2026-05-17 22:34:00,10,Reducción,303894.5472708517,279713.8848429859,321557.1407890543,305334.8618700594,254771.7744671843
AP0079,2026-05-17 22:54:00,11,Reducción,301240.34018149634,281374.6566071306,311703.7199894345,320501.5482684317,255637.7310804811
AP0080,2026-05-18 00:28:00,1,Fusión,53213.986463654306,51311.3633860397,54758.89510835666,54591.8543671618,44112.31824786516
AP0080,2026-05-18 00:56:00,2,Fusión,90081.59742067396,86608.09144210358,93050.60411862216,92074.18898540785,73267.06990749812
AP0080,2026-05-18 01:29:00,3,Fusión,128315.22737452197,124590.46549317798,131562.63400598572,130564.38186777364,109265.04185762539
AP0080,2026-05-18 02:07:00,4,Fusión,161275.9178648811,158345.84485790515,164795.52876108748,162319.5942407736,137582.98537870895
AP0080,2026-05-18 02:50:00,5,Fusión,210385.31642148035,217507.90670891956,209250.1512119508,208107.1506441809,184810.31216781127
AP0080,2026-05-18 03:38:00,6,Fusión,281670.5687185803,299967.91380978544,273894.8093583745,277680.24231009244,264793.7281466332
AP0080,2026-05-18 04:31:00,7,Fusión,366292.42340778816,365371.4185241562,365239.75743565214,372739.1964024634,365837.2897467872
AP0080,2026-05-18 05:39:00,8,Reducción,313557.43735607824,253137.59209796082,340926.0546718979,339864.0030380186,314011.92870481545
AP0080,2026-05-18 06:09:00,9,Reducción,313243.07594182,293910.7178082731,321404.2268464013,327044.9811789203,305052.2341225283
AP0080,2026-05-18 06:34:00,10,Reducción,301322.74315107416,287225.55981819215,307501.84087154764,310050.13560663036,296530.740822002
AP0080,2026-05-18 06:54:00,11,Reducción,298063.8156446446,277506.2167393956,307179.7211912355,314362.4233078575,279987.0592202941
AP0081,2026-05-18 08:31:00,1,Fusión,58810.74720357376,54375.37798622113,60467.71245582184,62133.18744288339,58892.07912229981
AP0081,2026-05-18 08:59:00,2,Fusión,98942.7280759843,95404.60190330997,99611.07404462766,103312.26576756641,101492.34563809977
AP0081,2026-05-18 09:32:00,3,Fusión,145681.0299959787,132744.66904166932,150044.60958179858,153489.66050716498,156358.42803133998
AP0081,2026-05-18 10:10:00,4,Fusión,184369.30910173047,184446.1484211218,182511.29688233038,189517.89126051054,190232.02646336786
AP0081,2026-05-18 10:53:00,5,Fusión,237423.217955251,232144.48350545167,237142.22245775585,245263.18679230774,251759.7892468397
AP0081,2026-05-18 11:41:00,6,Fusión,286362.76344251534,271733.460484628,291059.08130732697,296696.5405148482,296909.6610082562
AP0081,2026-05-18 12:34:00,7,Fusión,373431.7607560033,400414.8034894588,359019.3334975482,370296.40616840165,373635.14262030175
AP0081,2026-05-18 13:46:00,8,Reducción,335379.61430012254,320962.4762867415,339871.79631067446,348676.4413713641,338637.9626797278
AP0081,2026-05-18 14:16:00,9,Reducción,316874.3202687728,311415.7646264953,318527.50924298144,321807.49071971735,318918.27540028683
AP0081,2026-05-18 14:41:00,10,Reducción,310454.96348534897,304291.5835655922,309832.6797214907,329384.2897272511,303308.89024363627
AP0081,2026-05-18 15:01:00,11,Reducción,305009.42559483915,297917.20082659845,304602.8479099828,326142.2946878373,295150.94608086336
AP0082,2026-05-18 16:26:00,1,Fusión,54181.10636073345,55098.34225169205,54065.9069868679,54844.05922888733,47886.839340320774
AP0082,2026-05-18 16:54:00,2,Fusión,90831.86109355628,91090.72952463859,90677.52547273769,92798.87315134131,85464.85124787291
AP0082,2026-05-18 17:27:00,3,Fusión,136583.79434702915,132653.174457011,137691.17997808722,142182.4171643028,133294.1538221266
AP0082,2026-05-18 18:05:00,4,Fusión,185628.3386079065,188852.72349815,183236.87402209578,188884.3832549981,183003.19331097047
AP0082,2026-05-18 18:48:00,5,Fusión,229139.00336662255,235341.89729975013,225110.31895388395,231540.083102983,228464.4104917801
AP0082,2026-05-18 19:36:00,6,Fusión,282220.11371123185,300000.97303955717,273643.6169589556,280288.3724845034,271750.09911984706
AP0082,2026-05-18 20:29:00,7,Fusión,362302.6208778316,380592.28784246335,352644.72940216976,362275.04937408795,355378.69514441415
AP0082,2026-05-18 21:42:00,8,Reducción,323970.3342741798,308481.76989900926,330254.94836899743,335532.68054245756,318827.1875980287
AP0082,2026-05-18 22:12:00,9,Reducción,320827.40761890187,311166.178185971,321974.3095067139,339417.7260878908,316826.96374072833
AP0082,2026-05-18 22:37:00,10,Reducción,311775.0549873397,299947.89728944236,313146.3952741576,337421.85594648053,299216.5625258303
AP0082,2026-05-18 22:57:00,11,Reducción,302003.0839310111,293650.0479914329,302603.3834746894,325951.05807738635,281017.4132170178
AP0083,2026-05-19 00:21:00,1,Fusión,53611.30654049216,53144.578043841146,53667.38348411585,55454.50944496033,50785.2744252193
AP0083,2026-05-19 00:49:00,2,Fusión,94631.47060915657,95229.76516286324,93764.48595138482,96935.14665280972,94126.19239136143
AP0083,2026-05-19 01:22:00,3,Fusión,141162.2238946598,147554.5092796719,136932.24603457242,143131.43136929465,142740.17347643015
AP0083,2026-05-19 02:00:00,4,Fusión,191680.40009439975,202653.23377558423,185138.17294507785,193078.44319611604,191908.14929691647
AP0083,2026-05-19 02:43:00,5,Fusión,241464.55638683925,248302.73322323142,236712.67601070707,243165.47901616557,246799.83692383897
AP0083,2026-05-19 03:31:00,6,Fusión,287552.74105128396,290470.8706360904,285014.8795394934,289594.8702355378,291840.3113209888
AP0083,2026-05-19 04:24:00,7,Fusión,364087.138191986,354077.46428127465,366963.1694217353,370549.09887199535,376741.80680335907
AP0083,2026-05-19 05:35:00,8,Reducción,353418.48137836956,308787.4928725247,370034.1266945694,378946.54026957176,376832.60355100525
AP0083,2026-05-19 06:05:00,9,Reducción,321616.49486710486,308938.956264118,324633.34679355874,334307.891056239,332076.6558720231
AP0083,2026-05-19 06:30:00,10,Reducción,306205.2400736806,313066.64526984154,300245.2571601895,314711.2530525851,305915.6761395068
AP0083,2026-05-19 06:50:00,11,Reducción,300355.64535858965,298316.4355235377,298143.29622925236,318158.72469487693,288229.3656639481
AP0084,2026-05-19 08:52:00,1,Fusión,57698.876195659985,57902.45009699014,57146.1047862003,59698.59161205997,57013.67881634276
AP0084,2026-05-19 09:20:00,2,Fusión,100441.11187643828,98338.7669756038,100325.6874535737,104873.33745862727,102551.52336573547
AP0084,2026-05-19 09:53:00,3,Fusión,145040.40879877962,146375.2034217668,143165.1283369836,149382.06937938783,145474.22370115318
AP0084,2026-05-19 10:31:00,4,Fusión,196421.9820565286,197850.40543264532,194020.21149298828,202365.13913772823,197671.9058806921
AP0084,2026-05-19 11:14:00,5,Fusión,243174.9416279538,232873.7864295926,243899.27952213946,258970.88890158274,255631.33147779014
AP0084,2026-05-19 12:02:00,6,Fusión,300053.4217121488,298286.9465230693,295906.3853286427,315744.1275598529,313586.7796614529
AP0084,2026-05-19 12:55:00,7,Fusión,372673.67290953046,369222.89660501375,368205.8927256067,392557.8205036465,388649.28353936784
AP0084,2026-05-19 14:04:00,8,Reducción,328943.66015287564,325073.3650372903,328471.26633472287,339387.60770908924,329370.85939305305
AP0084,2026-05-19 14:34:00,9,Reducción,320449.17833844176,314787.77706199844,316569.35145221,348208.37248261063,321833.2513183183
AP0084,2026-05-19 14:59:00,10,Reducción,308631.3763376799,310624.4485832592,302426.7000421159,332009.50781401695,300176.26843036345
AP0084,2026-05-19 15:19:00,11,Reducción,,,,,
AP0085,2026-05-19 16:24:00,1,Fusión,44241.358876368264,43857.609882158686,44144.4232450546,46640.30018084971,41053.12681454802
AP0085,2026-05-19 16:52:00,2,Fusión,90528.90980965648,89575.97368608948,90398.66591129436,93800.3793511716,88844.49961509825
AP0085,2026-05-19 17:25:00,3,Fusión,135473.80816345077,135297.74747419238,135275.77326008058,139303.1896558447,128137.40447433412
AP0085,2026-05-19 18:03:00,4,Fusión,195227.69365031252,201801.80321767347,191179.6836318472,196965.93903823334,194288.9385374746
AP0085,2026-05-19 18:46:00,5,Fusión,245784.2319295366,239358.8281007205,247369.03974969278,255778.64445025456,240571.77307812902
AP0085,2026-05-19 19:34:00,6,Fusión,303632.1297188197,297480.626354457,303377.4728772649,315710.4743448569,311357.5889132588
AP0085,2026-05-19 20:27:00,7,Fusión,384997.39337799826,392227.8538410219,383967.5130275525,370428.545019995,391719.15370572923
AP0085,2026-05-19 21:35:00,8,Reducción,329123.12558693305,333999.7613033118,326791.41111942934,330737.54056035244,320067.60485010844
AP0085,2026-05-19 22:05:00,9,Reducción,318891.6598359368,320849.3467866886,317754.1242728308,323000.01483130653,307883.3032188882
AP0085,2026-05-19 22:30:00,10,Reducción,319590.4787016348,320729.42056712887,318677.05113180855,322350.2020867581,314955.3889705789
AP0085,2026-05-19 22:50:00,11,Reducción,312903.6603517691,319830.71576468536,304095.04220292915,335634.50166688254,304341.87313283805
AP0086,2026-05-20 00:05:00,1,Fusión,59974.61814529183,64250.799478052686,57741.39419387581,60110.05124246198,57685.88122801977
AP0086,2026-05-20 00:32:00,2,Fusión,107292.02076807164,118834.00159309659,102200.96559381208,102151.40662788897,106001.40404839048
AP0086,2026-05-20 01:04:00,3,Fusión,158374.36135153475,175843.66211900447,150391.20005863378,151447.3644230246,157134.68183294346
AP0086,2026-05-20 01:41:00,4,Fusión,209107.07061369132,221972.50967714074,202627.9015770318,205122.50607178133,211757.07837976594
AP0086,2026-05-20 02:23:00,5,Fusión,239509.8392961947,239705.00213783703,239842.01312180076,238969.9712652172,236098.8846708002
AP0086,2026-05-20 03:10:00,6,Fusión,309487.7180833594,325010.4177646411,302821.1784697901,298734.46979820874,316413.6415737608
AP0086,2026-05-20 04:02:00,7,Fusión,391141.93197356624,421473.70918442967,378074.2619804557,372597.97749371076,398275.642328719
AP0086,2026-05-20 05:05:00,8,Reducción,327820.85103634145,322374.8511782293,333421.0343101686,310653.80326028477,347320.3353738416
AP0086,2026-05-20 05:35:00,9,Reducción,299506.2224868905,286582.752851826,303204.0480812781,317973.8287829834,287892.05027925613
AP0086,2026-05-20 06:00:00,10,Reducción,295882.9114526081,298278.44307149027,292458.5602116344,309057.42261739756,282363.32160988724
AP0086,2026-05-20 06:20:00,11,Reducción,,,,,
AP0087,2026-05-20 08:56:00,1,Fusión,56761.74872587002,59835.51733816553,55997.41381982957,53821.83448173126,54209.73342208009
AP0087,2026-05-20 09:23:00,2,Fusión,100198.30273065729,104487.45936700817,98288.91257310817,98448.88204755382,99466.02184596425
AP0087,2026-05-20 09:55:00,3,Fusión,144321.0982969951,146539.55222438576,142942.45793842795,144331.1344344676,145746.10929745977
AP0087,2026-05-20 10:32:00,4,Fusión,197820.85607829242,202266.757049995,195460.64798461317,196007.41435343353,201295.84750397335
AP0087,2026-05-20 11:14:00,5,Fusión,237812.94302618428,236929.61085561165,237327.73524964604,237142.46591027937,250587.40304242357
AP0087,2026-05-20 12:01:00,6,Fusión,286677.45532238705,292975.0697603453,285104.10571057705,275243.5661289545,296559.8307536821
AP0087,2026-05-20 12:53:00,7,Fusión,362759.2559924172,358305.742512587,364181.83338832704,364168.64632450807,370872.3265865498
AP0087,2026-05-20 14:10:00,8,Reducción,316327.25224371755,316894.00837264623,316926.8674227944,313329.8611430821,314448.7219499347
AP0087,2026-05-20 14:40:00,9,Reducción,309827.4728383455,304594.8724416266,311945.89224792103,313893.3898544294,307699.0179445436
AP0087,2026-05-20 15:05:00,10,Reducción,298861.1935821554,292090.4311762792,300211.2132718723,314115.76286405424,283804.43628341804
AP0087,2026-05-20 15:25:00,11,Reducción,,,,,
AP0088,2026-05-20 16:40:00,1,Fusión,52427.16538567323,51667.1309012216,53009.478908704754,52752.67650877499,49803.03309341835
AP0088,2026-05-20 17:07:00,2,Fusión,100641.03692955863,106349.22707381514,98136.05801043063,99163.00775317603,96903.5842304399
AP0088,2026-05-20 17:39:00,3,Fusión,146806.49523185997,157492.30141513093,142101.28454799045,142773.54668375553,143502.96015192353
AP0088,2026-05-20 18:16:00,4,Fusión,192812.61722990195,199730.60437582078,189402.50257360138,190543.3115940515,193768.98718194358
AP0088,2026-05-20 18:58:00,5,Fusión,241817.89637185523,240100.63906283025,241150.1930862461,246439.16056549354,247132.83496658897
AP0088,2026-05-20 19:45:00,6,Fusión,285907.87265800545,289087.5826978368,282518.76686906087,289688.7390181994,293189.00934123807
AP0088,2026-05-20 20:37:00,7,Fusión,357986.56694171694,368558.1800363133,358638.8511929487,316472.35581600165,399983.6354360111
