target,variante,palanca,theta_unidad,ci_lo,ci_hi,sd_palanca,theta_1sd,ci_lo_1sd,ci_hi_1sd,significativo,signo_teorico,concuerda
sn_extraido_est_kg,e,b6_reductor_neto_kg_ceq,-0.011670250831586768,-0.42630139450202587,0.3813444433830253,512.2217192907236,-5.977755945509371,-218.36083322786072,195.33290643161723,False,1,False
sn_extraido_est_kg,e,tasa_gn_nm3_min,23.687329969646576,11.47255952978709,35.979185747615674,4.922976013367435,116.61215726128968,56.47913537707183,177.12466841600346,True,1,True
sn_extraido_est_kg,e,exceso_o2_combustion_pct,0.6164205282474242,-1.4612764707079415,3.0310197134708785,10.776273061898971,6.642715933354252,-15.74711426727679,32.663096088360966,False,-1,False
st_R22_sdi,a,tasa_feed_Carbon_kg_min,0.012251368850422079,-0.04076149519435988,0.046732436118016196,22.100435970604593,0.2707605928310127,-0.9008468146090572,1.0328072121765863,False,1,True
st_R22_sdi,a,Cx_av_v4,-0.007451381270917154,-0.052376769817472225,0.05583376559231395,17.275529018818933,-0.1287265533760132,-0.904836406893741,0.9645578377199536,False,-1,True
st_R22_sdi,a,tasa_gn_nm3_min,-0.03058906846738336,-0.056847743024022734,-0.0027485928450308676,4.953750794405029,-0.15153062222041017,-0.2816095521653856,-0.013615843989567639,True,-1,True
st_R22_sdi,a,exceso_o2_combustion_pct,0.0005364750540309088,-0.005472384502655003,0.005549218915925049,10.775541433926714,0.00578080917297813,-0.05896790595073741,0.05979583835448025,False,1,True
st_R22_sdi,a,tasa_aire_nm3_min,0.00391013503961449,-0.002166358153599104,0.011087252599778583,9.443953451940853,0.03692713330492215,-0.02045898556282247,0.10470749746221915,False,1,True
st_R22_sdi,b,b6_reductor_neto_kg_ceq,-0.00012507355419104986,-0.00047906034967437356,0.00021167202302439114,516.3196219156539,-0.06457793021156992,-0.2473482586186535,0.10929041889807523,False,-1,True
st_R22_sdi,b,tasa_gn_nm3_min,-0.026055120512024802,-0.052327689228880855,0.004598612780910717,4.953750794405029,-0.12907057393476162,-0.259218332086948,0.022780381716597586,False,-1,True
