Batch,residuo_medio,residuo_abs_medio,frac_flag,polvo_sn_t,kpi_recuperacion_pct
AP0293,-0.08397507575693597,0.08397507575693597,0.0,6.835240096,69.99060283021153
AP0294,-0.14393871401337735,0.14393871401337735,0.0,10.896360132,64.6501357636906
AP0295,-0.06933739925493354,0.06933739925493354,0.0,12.879586352,60.96113135977048
AP0296,-0.06317326195966588,0.06317326195966588,0.0,10.105466292,64.89548645218021
AP0297,-0.08573495743139636,0.08573495743139636,0.0,11.219907612,67.14960850299607
AP0298,-0.07416741366774326,0.07416741366774326,0.0,12.429016528,57.81459000172114
AP0299,-0.0969902142087884,0.0969902142087884,0.0,10.089888080000001,65.61183187207303
AP0300,-0.14898832871117396,0.14898832871117396,0.0,10.641117119999999,60.20673368741126
AP0301,-0.06452067427926078,0.06452067427926078,0.0,12.806488588,62.467755509177216
AP0302,-0.12052822550021336,0.12052822550021336,0.0,8.141413256,68.0089425863327
AP0303,-0.15376672771743527,0.15376672771743527,0.0,10.200133888000002,67.4020275637985
AP0304,-0.09637967947246695,0.09637967947246695,0.0,12.288812619999998,64.41000243958423
AP0305,-0.15508590603346306,0.15508590603346306,0.0,6.859206576,72.82294856664973
AP0306,-0.1099876686000405,0.1099876686000405,0.0,8.579999840000001,68.82195904278298
AP0307,-0.06034773099789644,0.06034773099789644,0.0,13.784320972,68.84217544767698
AP0308,-0.07656258820486943,0.07656258820486943,0.0,11.163586384,66.01922110474561
AP0309,-0.09476374560960954,0.09476374560960954,0.0,9.132427204,65.71820200904077
AP0310,-0.0728407729237599,0.0728407729237599,0.0,11.419428558,70.82081632237052
AP0311,-0.1342871798370049,0.1342871798370049,0.0,8.564421628000002,76.42105864098745
AP0312,-0.12891888222042525,0.12891888222042525,0.0,8.467357384,67.70800021958333
AP0313,-0.048327403138963256,0.048327403138963256,0.0,11.589590566000002,64.62687133682353
