Batch,fase_proceso,orden_escalon_fase,fecha_inicio,ln_sn_dep,ln_feo_ret,sdi,irf_next
AP0091,Reducción,0,2026-05-21 21:43:00,1.1286455477542212,0.021477577726932796,1.3434213250235492,
AP0091,Reducción,1,2026-05-21 22:13:00,1.0717662805369392,-0.08078301024689445,0.26393617806799474,
AP0091,Reducción,2,2026-05-21 22:38:00,0.13141299028942421,-0.06054626716372811,-0.47404968134785685,
AP0091,Reducción,3,2026-05-21 22:58:00,0.20275450670883716,-0.11497839963482993,-0.9470294896394622,
AP0092,Fusión,0,2026-05-22 00:05:00,,,,0.21651787787579085
AP0092,Fusión,1,2026-05-22 00:32:00,,,,0.24487294146300045
AP0092,Fusión,2,2026-05-22 01:04:00,,,,0.2605499038724959
AP0092,Fusión,3,2026-05-22 01:41:00,,,,0.2646239440450173
AP0092,Fusión,4,2026-05-22 02:23:00,,,,0.2684747538313025
AP0092,Fusión,5,2026-05-22 03:10:00,,,,0.24229066893527573
AP0092,Fusión,6,2026-05-22 04:02:00,,,,0.24835515457972226
AP0092,Reducción,0,2026-05-22 05:46:00,2.259246277275347,-0.12036807458902658,1.0555655313850814,
AP0092,Reducción,1,2026-05-22 06:16:00,-0.25417374378862767,0.01578787972128097,-0.09629494657581797,
AP0092,Reducción,2,2026-05-22 06:41:00,1.094144541537262,-0.10227603632145958,0.07138417832266608,
AP0092,Reducción,3,2026-05-22 07:01:00,,,,
AP0093,Fusión,0,2026-05-22 08:44:00,,,,0.23652853644822114
AP0093,Fusión,1,2026-05-22 09:11:00,,,,0.27882790311835653
AP0093,Fusión,2,2026-05-22 09:43:00,,,,0.29169309427253926
AP0093,Fusión,3,2026-05-22 10:20:00,,,,0.2938683788846343
AP0093,Fusión,4,2026-05-22 11:02:00,,,,0.2748040798751358
AP0093,Fusión,5,2026-05-22 11:49:00,,,,0.26242041515817127
AP0093,Fusión,6,2026-05-22 12:41:00,,,,0.27244531874989514
AP0093,Reducción,0,2026-05-22 13:46:00,1.990825824514981,0.004993684340144223,2.0407626679164235,
AP0093,Reducción,1,2026-05-22 14:16:00,0.27760779983963363,0.014939118246788565,0.4269989823075193,
AP0093,Reducción,2,2026-05-22 14:41:00,0.035696500030739826,-0.053952668424727776,-0.5038301842165379,
AP0093,Reducción,3,2026-05-22 15:01:00,0.4882547508866848,-0.03659032195378559,0.12235153134882892,
AP0094,Fusión,0,2026-05-22 16:30:00,,,,0.22718565389742074
AP0094,Fusión,1,2026-05-22 16:55:00,,,,0.29228451628178465
AP0094,Fusión,2,2026-05-22 17:25:00,,,,0.2887610368705926
AP0094,Fusión,3,2026-05-22 18:00:00,,,,0.27981430208869357
AP0094,Fusión,4,2026-05-22 18:40:00,,,,0.2737589609558617
AP0094,Fusión,5,2026-05-22 19:25:00,,,,0.2808644612419044
AP0094,Fusión,6,2026-05-22 20:15:00,,,,0.27602211630507495
AP0094,Reducción,0,2026-05-22 21:16:00,0.8892467824616075,-0.0345389486375752,0.5438572960858554,
AP0094,Reducción,1,2026-05-22 21:46:00,1.446518819679057,-0.017830200878213787,1.2682168108969192,
AP0094,Reducción,2,2026-05-22 22:11:00,0.4450807895111199,-0.13357272572521184,-0.8906464677409984,
AP0094,Reducción,3,2026-05-22 22:31:00,0.1353128681633894,0.047097416616659366,0.6062870343299831,
AP0095,Fusión,0,2026-05-22 23:53:00,,,,0.27495200909177464
AP0095,Fusión,1,2026-05-23 00:18:00,,,,0.31246910641663783
AP0095,Fusión,2,2026-05-23 00:48:00,,,,0.3241864935807471
AP0095,Fusión,3,2026-05-23 01:23:00,,,,0.3199198263695701
AP0095,Fusión,4,2026-05-23 02:03:00,,,,0.30663152788290826
AP0095,Fusión,5,2026-05-23 02:48:00,,,,0.29751434010953376
AP0095,Fusión,6,2026-05-23 03:38:00,,,,0.2851239522433118
AP0095,Reducción,0,2026-05-23 04:44:00,1.6650520035111485,0.06933963385835781,2.358448342094727,
AP0095,Reducción,1,2026-05-23 05:14:00,0.5626103731757796,-0.10026484623967466,-0.4400380892209671,
AP0095,Reducción,2,2026-05-23 05:39:00,0.27974197073716556,-0.008547436160826512,0.19426760912890045,
AP0095,Reducción,3,2026-05-23 05:59:00,0.9522188700183402,-0.11449088049619326,-0.19268993494359232,
AP0096,Fusión,0,2026-05-23 07:41:00,,,,0.25440008472109493
AP0096,Fusión,1,2026-05-23 08:06:00,,,,0.26983692807765297
AP0096,Fusión,2,2026-05-23 08:36:00,,,,0.27553534238224314
AP0096,Fusión,3,2026-05-23 09:11:00,,,,0.2765311746022394
AP0096,Fusión,4,2026-05-23 09:51:00,,,,0.26449603788471443
AP0096,Fusión,5,2026-05-23 10:36:00,,,,0.2644021347499578
AP0096,Fusión,6,2026-05-23 11:26:00,,,,0.26765709118009323
AP0096,Reducción,0,2026-05-23 12:41:00,1.5585378265345042,0.03703903634028016,1.9289281899373059,
AP0096,Reducción,1,2026-05-23 13:11:00,0.1808710464526858,-0.0841842843957725,-0.6609717975050392,
AP0096,Reducción,2,2026-05-23 13:36:00,0.1791868428921519,0.03580500189156442,0.5372368618077962,
AP0096,Reducción,3,2026-05-23 13:56:00,1.124855650544433,-0.12584125650681274,-0.13355691452369456,
AP0097,Fusión,0,2026-05-23 15:22:00,,,,0.22034961123861863
AP0097,Fusión,1,2026-05-23 15:47:00,,,,0.21713937941367278
AP0097,Fusión,2,2026-05-23 16:17:00,,,,0.22103978375992905
AP0097,Fusión,3,2026-05-23 16:52:00,,,,0.228727809362965
AP0097,Fusión,4,2026-05-23 17:32:00,,,,0.24013879569288155
AP0097,Fusión,5,2026-05-23 18:17:00,,,,0.25083862647735167
AP0097,Fusión,6,2026-05-23 19:07:00,,,,0.24733377778044793
AP0097,Reducción,0,2026-05-23 19:41:00,1.4296885373863564,-0.09559058355714817,0.4737827018148747,
AP0097,Reducción,1,2026-05-23 20:11:00,1.1556999887933135,-0.14261244889545524,-0.27042450016123887,
AP0097,Reducción,2,2026-05-23 20:36:00,0.09997935543172463,-0.016831124899362008,-0.06833189356189544,
AP0097,Reducción,3,2026-05-23 20:56:00,0.0067729370369640956,-0.054698609776655575,-0.5402131607295916,
AP0098,Fusión,0,2026-05-23 23:11:00,,,,0.1383662921848246
AP0098,Fusión,1,2026-05-23 23:36:00,,,,0.24501814186380189
AP0098,Fusión,2,2026-05-24 00:06:00,,,,0.24570832559626898
AP0098,Fusión,3,2026-05-24 00:41:00,,,,0.25062489779344904
AP0098,Fusión,4,2026-05-24 01:21:00,,,,0.24444508566550882
AP0098,Fusión,5,2026-05-24 02:06:00,,,,0.24358795479328493
AP0098,Fusión,6,2026-05-24 02:56:00,,,,0.2472851411279249
AP0098,Reducción,0,2026-05-24 03:43:00,2.1218202913837647,-0.14703046486925422,0.6515156426912225,
AP0098,Reducción,1,2026-05-24 04:13:00,0.21188954650294756,0.01156233845347473,0.32751293103769485,
AP0098,Reducción,2,2026-05-24 04:38:00,0.3076113551607376,-0.12089564588029031,-0.9013451036421656,
AP0098,Reducción,3,2026-05-24 04:58:00,0.31764583660319423,-0.04795188405978861,-0.1618730039946919,
AP0099,Fusión,0,2026-05-24 06:19:00,,,,0.27626922539962856
AP0099,Fusión,1,2026-05-24 06:44:00,,,,0.2980042018337141
AP0099,Fusión,2,2026-05-24 07:14:00,,,,0.2946954910246832
AP0099,Fusión,3,2026-05-24 07:49:00,,,,0.2977867072259535
AP0099,Fusión,4,2026-05-24 08:29:00,,,,0.27752683072596246
AP0099,Fusión,5,2026-05-24 09:14:00,,,,0.2551346187931343
AP0099,Fusión,6,2026-05-24 10:04:00,,,,0.279316215315281
AP0099,Reducción,0,2026-05-24 10:40:00,1.4584061158280615,-0.07664886699113072,0.6919174459167543,
AP0099,Reducción,1,2026-05-24 11:10:00,0.9486776640641128,-0.17725750021605194,-0.8238973380964065,
AP0099,Reducción,2,2026-05-24 11:35:00,0.6538850415573224,-0.038707139621991765,0.26681364533740476,
AP0099,Reducción,3,2026-05-24 11:55:00,,,,
AP0100,Fusión,0,2026-05-24 13:29:00,,,,0.2245082522318557
AP0100,Fusión,1,2026-05-24 13:54:00,,,,0.26302952870782753
AP0100,Fusión,2,2026-05-24 14:24:00,,,,0.2552054098873485
AP0100,Fusión,3,2026-05-24 14:59:00,,,,0.2513867906673364
AP0100,Fusión,4,2026-05-24 15:39:00,,,,0.247870120663408
AP0100,Fusión,5,2026-05-24 16:24:00,,,,0.24554739731425307
AP0100,Fusión,6,2026-05-24 17:14:00,,,,0.25062349831656794
AP0100,Reducción,0,2026-05-24 18:30:00,1.5615949287107176,-0.0669670856423052,0.8919240722876656,
AP0100,Reducción,1,2026-05-24 19:00:00,0.3353491506243444,0.04639239942744509,0.7992731448987953,
AP0100,Reducción,2,2026-05-24 19:25:00,0.37377945901231346,-0.13076741400734135,-0.9338946810611001,
AP0100,Reducción,3,2026-05-24 19:45:00,0.2843617330790032,0.026544880435845398,0.5498105374374571,
AP0101,Fusión,0,2026-05-24 21:10:00,,,,0.20535364095916425
AP0101,Fusión,1,2026-05-24 21:35:00,,,,0.20163689380008343
AP0101,Fusión,2,2026-05-24 22:05:00,,,,0.21935682509810617
AP0101,Fusión,3,2026-05-24 22:40:00,,,,0.23922728026074275
AP0101,Fusión,4,2026-05-24 23:20:00,,,,0.2310482077003731
AP0101,Fusión,5,2026-05-25 00:05:00,,,,0.24559146597393716
AP0101,Fusión,6,2026-05-25 00:55:00,,,,0.24735424122242602
AP0101,Reducción,0,2026-05-25 02:24:00,1.938011864502074,-0.09796026415816733,0.9584092229204008,
AP0101,Reducción,1,2026-05-25 02:54:00,0.19959950873500967,-0.07345877770445336,-0.534988268309524,
AP0101,Reducción,2,2026-05-25 03:19:00,0.193799244950477,-0.047805961294404356,-0.2842603679935665,
AP0101,Reducción,3,2026-05-25 03:39:00,0.43266597548370367,-0.02625583998834999,0.17010757560020373,
AP0102,Fusión,0,2026-05-25 04:50:00,,,,0.20960841339075018
AP0102,Fusión,1,2026-05-25 05:15:00,,,,0.25501231837419425
AP0102,Fusión,2,2026-05-25 05:45:00,,,,0.25550434792190696
AP0102,Fusión,3,2026-05-25 06:20:00,,,,0.2685436487952247
AP0102,Fusión,4,2026-05-25 07:00:00,,,,0.25528619854669615
AP0102,Fusión,5,2026-05-25 07:45:00,,,,0.264784820493717
AP0102,Fusión,6,2026-05-25 08:35:00,,,,0.2514200165236237
AP0102,Reducción,0,2026-05-25 09:53:00,1.5681995213921562,-0.021897537488440463,1.3492241465077517,
AP0102,Reducción,1,2026-05-25 10:23:00,0.8607463108333301,-0.06317105312698161,0.22903577956351395,
AP0102,Reducción,2,2026-05-25 10:48:00,0.15501199897363602,-0.07097930114413968,-0.5547810124677608,
AP0102,Reducción,3,2026-05-25 11:08:00,0.5926832056884392,-0.0709821192038562,-0.11713798635012285,
AP0103,Fusión,0,2026-05-25 12:39:00,,,,0.2482325836292648
AP0103,Fusión,1,2026-05-25 13:04:00,,,,0.27811751370681775
AP0103,Fusión,2,2026-05-25 13:34:00,,,,0.28508879396810216
AP0103,Fusión,3,2026-05-25 14:09:00,,,,0.2833103708676923
AP0103,Fusión,4,2026-05-25 14:49:00,,,,0.2695059140415216
AP0103,Fusión,5,2026-05-25 15:34:00,,,,0.2632705399852648
AP0103,Fusión,6,2026-05-25 16:24:00,,,,0.2648783433275635
AP0103,Reducción,0,2026-05-25 17:50:00,2.148790479759615,0.04483076239516452,2.5970981037112604,
AP0103,Reducción,1,2026-05-25 18:20:00,0.564951995073972,-0.1418172591714054,-0.853220596640082,
AP0103,Reducción,2,2026-05-25 18:45:00,,,,
AP0103,Reducción,3,2026-05-25 19:05:00,,,,
AP0104,Fusión,0,2026-05-25 20:20:00,,,,0.2290843034653687
AP0104,Fusión,1,2026-05-25 20:45:00,,,,0.24387554773424303
AP0104,Fusión,2,2026-05-25 21:15:00,,,,0.2402158294902248
AP0104,Fusión,3,2026-05-25 21:50:00,,,,0.2358383497733243
AP0104,Fusión,4,2026-05-25 22:30:00,,,,0.24137623754898863
AP0104,Fusión,5,2026-05-25 23:15:00,,,,0.24100653366852912
AP0104,Fusión,6,2026-05-26 00:05:00,,,,0.2596835563397894
AP0104,Reducción,0,2026-05-26 01:22:00,1.7750570661374379,-0.11309938016988776,0.6440632644385602,
AP0104,Reducción,1,2026-05-26 01:52:00,0.3273856549844784,0.08478904569826058,1.1752761119670843,
AP0104,Reducción,2,2026-05-26 02:17:00,0.1165610299348287,-0.0756784450405337,-0.6402234204705082,
AP0104,Reducción,3,2026-05-26 02:37:00,0.3722856692233121,-0.05619181984370723,-0.18963252921376028,
AP0105,Fusión,0,2026-05-26 03:48:00,,,,0.2377431601904971
AP0105,Fusión,1,2026-05-26 04:13:00,,,,0.29456925888808555
AP0105,Fusión,2,2026-05-26 04:43:00,,,,0.3015439518955041
AP0105,Fusión,3,2026-05-26 05:18:00,,,,0.2956568833004559
AP0105,Fusión,4,2026-05-26 05:58:00,,,,0.2731099058907231
AP0105,Fusión,5,2026-05-26 06:43:00,,,,0.2824357287175404
AP0105,Fusión,6,2026-05-26 07:33:00,,,,0.2865346695038873
AP0105,Reducción,0,2026-05-26 08:35:00,1.7242607936325163,-0.11312146764306215,0.5930461172018948,
AP0105,Reducción,1,2026-05-26 09:05:00,0.7050739858868924,-0.055718041595972184,0.14789356992717062,
AP0105,Reducción,2,2026-05-26 09:30:00,0.5817490398275376,-0.07156619115837162,-0.1339128717561786,
AP0105,Reducción,3,2026-05-26 09:50:00,,,,
AP0106,Fusión,0,2026-05-26 11:34:00,,,,0.24445442421306568
AP0106,Fusión,1,2026-05-26 11:59:00,,,,0.28108880373635226
AP0106,Fusión,2,2026-05-26 12:29:00,,,,0.29217071726532534
AP0106,Fusión,3,2026-05-26 13:04:00,,,,0.28525903006813347
AP0106,Fusión,4,2026-05-26 13:44:00,,,,0.28550278814652064
AP0106,Fusión,5,2026-05-26 14:29:00,,,,0.2940804556185931
AP0106,Fusión,6,2026-05-26 15:19:00,,,,0.2837693316165155
AP0106,Reducción,0,2026-05-26 17:00:00,1.0109247621591355,-0.19512069326920944,-0.9402821705329589,
AP0106,Reducción,1,2026-05-26 17:30:00,1.4669093535413735,0.003241701320725287,1.4993263667486263,
AP0106,Reducción,2,2026-05-26 17:55:00,0.8952887319116138,-0.09804426628519668,-0.08515393094035295,
AP0106,Reducción,3,2026-05-26 18:15:00,,,,
AP0107,Fusión,0,2026-05-26 19:40:00,,,,0.25906817786681546
AP0107,Fusión,1,2026-05-26 20:05:00,,,,0.30445773557238925
AP0107,Fusión,2,2026-05-26 20:35:00,,,,0.2916126030214323
AP0107,Fusión,3,2026-05-26 21:10:00,,,,0.2830298218678873
AP0107,Fusión,4,2026-05-26 21:50:00,,,,0.28477584788672294
AP0107,Fusión,5,2026-05-26 22:35:00,,,,0.28819140165055235
AP0107,Fusión,6,2026-05-26 23:25:00,,,,0.2952710801271473
AP0107,Reducción,0,2026-05-27 00:26:00,1.808051688846773,-0.09302741930656774,0.8777774957810955,
AP0107,Reducción,1,2026-05-27 00:56:00,0.14072920723224433,-0.02810267334983684,-0.1402975262661241,
AP0107,Reducción,2,2026-05-27 01:21:00,0.5693743757805154,-0.013563181348458582,0.4337425622959296,
AP0107,Reducción,3,2026-05-27 01:41:00,,,,
AP0108,Fusión,0,2026-05-27 02:45:00,,,,0.2560861259820703
AP0108,Fusión,1,2026-05-27 03:10:00,,,,0.2866847310176504
AP0108,Fusión,2,2026-05-27 03:40:00,,,,0.2829772071657019
AP0108,Fusión,3,2026-05-27 04:15:00,,,,0.2720377146734661
AP0108,Fusión,4,2026-05-27 04:55:00,,,,0.26721191654547144
AP0108,Fusión,5,2026-05-27 05:40:00,,,,0.2708957146192501
AP0108,Fusión,6,2026-05-27 06:30:00,,,,0.2778685739587119
AP0108,Reducción,0,2026-05-27 07:36:00,1.6934649927391372,-0.0980836796731953,0.7126281960071842,
AP0108,Reducción,1,2026-05-27 08:06:00,0.5400177885983648,0.010083681384020007,0.6408546024385648,
AP0108,Reducción,2,2026-05-27 08:31:00,0.3563570051703774,-0.07945613204345105,-0.43820431526413306,
AP0108,Reducción,3,2026-05-27 08:51:00,0.052112711186588494,0.02955475852151349,0.3476602964017234,
AP0109,Fusión,0,2026-05-27 11:01:00,,,,0.265894896109719
AP0109,Fusión,1,2026-05-27 11:26:00,,,,0.2930224637392419
AP0109,Fusión,2,2026-05-27 11:56:00,,,,0.28135943825898296
AP0109,Fusión,3,2026-05-27 12:31:00,,,,0.28255058299107444
AP0109,Fusión,4,2026-05-27 13:11:00,,,,0.263589220532253
AP0109,Fusión,5,2026-05-27 13:56:00,,,,0.28043831918087264
AP0109,Fusión,6,2026-05-27 14:46:00,,,,0.27439269846474673
AP0109,Reducción,0,2026-05-27 16:00:00,0.7625882176480272,0.11232586972821518,1.885846914930179,
AP0109,Reducción,1,2026-05-27 16:30:00,1.363840557002853,-0.1622387979500903,-0.2585474224980502,
AP0109,Reducción,2,2026-05-27 16:55:00,0.23786808941012283,-0.016818965193689302,0.0696784374732298,
AP0109,Reducción,3,2026-05-27 17:15:00,0.08369353590129607,-0.049478803532377526,-0.41109449942247916,
AP0110,Fusión,0,2026-05-27 18:29:00,,,,0.25451653499814125
AP0110,Fusión,1,2026-05-27 18:54:00,,,,0.2641628970961252
AP0110,Fusión,2,2026-05-27 19:24:00,,,,0.277089066898614
AP0110,Fusión,3,2026-05-27 19:59:00,,,,0.28402371815967475
AP0110,Fusión,4,2026-05-27 20:39:00,,,,0.26903194037176875
AP0110,Fusión,5,2026-05-27 21:24:00,,,,0.2671022472320464
AP0110,Fusión,6,2026-05-27 22:14:00,,,,0.26786803523862335
AP0110,Reducción,0,2026-05-27 23:26:00,1.6244290611844259,-0.2154023128846039,-0.5295940676616133,
AP0110,Reducción,1,2026-05-27 23:56:00,0.493693778462282,-0.0012540940781761403,0.48115283768052064,
AP0110,Reducción,2,2026-05-28 00:21:00,0.5478782651110972,-0.03346326654138131,0.21324559969728402,
AP0110,Reducción,3,2026-05-28 00:41:00,,,,
AP0111,Fusión,0,2026-05-28 01:52:00,,,,0.22199412656889161
AP0111,Fusión,1,2026-05-28 02:17:00,,,,0.2826167492255703
AP0111,Fusión,2,2026-05-28 02:47:00,,,,0.2699413658746068
AP0111,Fusión,3,2026-05-28 03:22:00,,,,0.26843177112488004
AP0111,Fusión,4,2026-05-28 04:02:00,,,,0.2672137752740856
AP0111,Fusión,5,2026-05-28 04:47:00,,,,0.2617184166495561
AP0111,Fusión,6,2026-05-28 05:37:00,,,,0.2529353486937249
AP0111,Reducción,0,2026-05-28 07:10:00,1.4356104440479198,0.017529004839969983,1.6109004924476196,
AP0111,Reducción,1,2026-05-28 07:40:00,0.7410350314751767,-0.07227036842184588,0.018331347256717923,
AP0111,Reducción,2,2026-05-28 08:05:00,0.21234804015410913,-0.035883190396768204,-0.14648386381357292,
AP0111,Reducción,3,2026-05-28 08:25:00,0.26253325874608674,-0.03531891581075067,-0.09065589936141993,
AP0112,Fusión,0,2026-05-28 10:10:00,,,,0.3267658133942043
AP0112,Fusión,1,2026-05-28 10:37:00,,,,0.32625021118550523
AP0112,Fusión,2,2026-05-28 11:09:00,,,,0.293895645222076
AP0112,Fusión,3,2026-05-28 11:46:00,,,,0.2913842183990754
AP0112,Fusión,4,2026-05-28 12:28:00,,,,0.29169630799053975
AP0112,Fusión,5,2026-05-28 13:15:00,,,,0.29814180531067125
AP0112,Fusión,6,2026-05-28 14:07:00,,,,0.2751041480952942
AP0112,Reducción,0,2026-05-28 15:34:00,1.7536088054783636,0.020080696779252546,1.9544157732708891,
AP0112,Reducción,1,2026-05-28 16:04:00,0.22786149802498248,-0.11174692867683635,-0.8896077887433811,
AP0112,Reducción,2,2026-05-28 16:29:00,0.5682575291871722,-0.058031683109170305,-0.012059301904530861,
AP0112,Reducción,3,2026-05-28 16:49:00,0.2648343019020477,-0.06816729201856624,-0.4168386182836147,
AP0113,Fusión,0,2026-05-28 18:01:00,,,,0.2787467216296966
AP0113,Fusión,1,2026-05-28 18:28:00,,,,0.30594429250008887
AP0113,Fusión,2,2026-05-28 19:00:00,,,,0.3066591696756058
AP0113,Fusión,3,2026-05-28 19:37:00,,,,0.3033310960158458
AP0113,Fusión,4,2026-05-28 20:19:00,,,,0.2862545403061452
AP0113,Fusión,5,2026-05-28 21:06:00,,,,0.2732149727228928
AP0113,Fusión,6,2026-05-28 21:58:00,,,,0.2553855516346878
AP0113,Reducción,0,2026-05-28 23:04:00,1.186230694108582,-0.0692328630788282,0.49390206332030007,
AP0113,Reducción,1,2026-05-28 23:34:00,0.355265230931149,0.09054413969165943,1.2607066278477432,
AP0113,Reducción,2,2026-05-28 23:59:00,0.45312613241169414,-0.04372047368270974,0.015921395584596765,
AP0113,Reducción,3,2026-05-29 00:19:00,0.4675990348260013,-0.04555897548134749,0.01200928001252638,
AP0114,Fusión,0,2026-05-29 01:56:00,,,,0.24147032720924
AP0114,Fusión,1,2026-05-29 02:23:00,,,,0.2794016846064194
AP0114,Fusión,2,2026-05-29 02:55:00,,,,0.2794867719151371
AP0114,Fusión,3,2026-05-29 03:32:00,,,,0.27786263656568533
AP0114,Fusión,4,2026-05-29 04:14:00,,,,0.27332058406509147
AP0114,Fusión,5,2026-05-29 05:01:00,,,,0.27752369168995894
AP0114,Fusión,6,2026-05-29 05:53:00,,,,0.26221876661903093
AP0114,Reducción,0,2026-05-29 07:07:00,1.5024740319911476,-0.07816935057082364,0.7207805262829112,
AP0114,Reducción,1,2026-05-29 07:37:00,0.5567891451088656,-0.08375451101605676,-0.280755965051702,
AP0114,Reducción,2,2026-05-29 08:02:00,0.45680500249104583,-0.037473231584096156,0.08207268665008427,
AP0114,Reducción,3,2026-05-29 08:22:00,0.2939751067578782,-0.04799751177276199,-0.18600001096974172,
AP0115,Fusión,0,2026-05-29 09:59:00,,,,0.26076263369689234
AP0115,Fusión,1,2026-05-29 10:26:00,,,,0.2794560655242781
AP0115,Fusión,2,2026-05-29 10:58:00,,,,0.2831596173414546
AP0115,Fusión,3,2026-05-29 11:35:00,,,,0.27827387338345855
AP0115,Fusión,4,2026-05-29 12:17:00,,,,0.2631623615128238
AP0115,Fusión,5,2026-05-29 13:04:00,,,,0.2618706057384714
AP0115,Fusión,6,2026-05-29 13:56:00,,,,0.26278158174254623
AP0115,Reducción,0,2026-05-29 15:15:00,1.889440182722457,-0.19557198918137106,-0.06627970909125369,
AP0115,Reducción,1,2026-05-29 15:45:00,0.0461625269689741,0.06941882872045764,0.7403508141735504,
AP0115,Reducción,2,2026-05-29 16:10:00,0.8304226854299255,-0.12535601677811603,-0.42313748235123483,
AP0115,Reducción,3,2026-05-29 16:30:00,,,,
AP0116,Fusión,0,2026-05-29 17:41:00,,,,0.3518483741181894
AP0116,Fusión,1,2026-05-29 18:08:00,,,,0.36224993947445644
AP0116,Fusión,2,2026-05-29 18:40:00,,,,0.3211375314701115
AP0116,Fusión,3,2026-05-29 19:17:00,,,,0.3366495799139704
AP0116,Fusión,4,2026-05-29 19:59:00,,,,0.3280673676096352
AP0116,Fusión,5,2026-05-29 20:46:00,,,,0.3051950192593032
AP0116,Fusión,6,2026-05-29 21:38:00,,,,0.28877061390823616
AP0116,Reducción,0,2026-05-29 22:42:00,0.9475883764659067,0.07751344958612717,1.7227228723271784,
AP0116,Reducción,1,2026-05-29 23:12:00,0.6634372285893243,-0.06804376272741124,-0.017000398684788087,
AP0116,Reducción,2,2026-05-29 23:37:00,0.19567149990414293,-0.08771261859488859,-0.681454686044743,
AP0116,Reducción,3,2026-05-29 23:57:00,0.23426761555951447,-0.017156184195438115,0.06270577360513332,
AP0117,Fusión,0,2026-05-30 01:42:00,,,,0.2658217794092467
AP0117,Fusión,1,2026-05-30 02:09:00,,,,0.24946635018418734
AP0117,Fusión,2,2026-05-30 02:41:00,,,,0.2582383126705824
AP0117,Fusión,3,2026-05-30 03:18:00,,,,0.2699905119471294
AP0117,Fusión,4,2026-05-30 04:00:00,,,,0.25313479671343836
AP0117,Fusión,5,2026-05-30 04:47:00,,,,0.2532136069188407
AP0117,Fusión,6,2026-05-30 05:39:00,,,,0.23043981165690014
AP0117,Reducción,0,2026-05-30 07:40:00,1.2079357312808319,-0.2029511555952661,-0.8215758246718292,
AP0117,Reducción,1,2026-05-30 08:10:00,0.26691223515045004,0.11349377263552184,1.4018499615056683,
AP0117,Reducción,2,2026-05-30 08:35:00,0.31156973842247254,-0.056330044337668334,-0.25173070495421074,
AP0117,Reducción,3,2026-05-30 08:55:00,0.48604305481712273,-0.015236141145952424,0.33368164335759853,
AP0118,Fusión,0,2026-05-30 10:31:00,,,,0.2763186502333242
AP0118,Fusión,1,2026-05-30 10:58:00,,,,0.25647329671334396
AP0118,Fusión,2,2026-05-30 11:30:00,,,,0.26700078329758165
AP0118,Fusión,3,2026-05-30 12:07:00,,,,0.2722377963368062
AP0118,Fusión,4,2026-05-30 12:49:00,,,,0.2576895579535711
AP0118,Fusión,5,2026-05-30 13:36:00,,,,0.2728472794988423
AP0118,Fusión,6,2026-05-30 14:28:00,,,,0.2735693316118812
AP0118,Reducción,0,2026-05-30 15:31:00,1.9306189047835036,-0.24241739504555523,-0.49355504567204855,
AP0118,Reducción,1,2026-05-30 16:01:00,0.4205817052619114,-0.046712501513333136,-0.04654330987141997,
AP0118,Reducción,2,2026-05-30 16:26:00,-0.07251252611890627,0.006513294125084142,-0.007379584868064851,
AP0118,Reducción,3,2026-05-30 16:46:00,0.31528268090707934,-0.07047103367977495,-0.3894276558906701,
AP0119,Fusión,0,2026-05-30 17:59:00,,,,0.2374432598169948
AP0119,Fusión,1,2026-05-30 18:26:00,,,,0.2491452151789649
AP0119,Fusión,2,2026-05-30 18:58:00,,,,0.2663440117997087
AP0119,Fusión,3,2026-05-30 19:35:00,,,,0.2709849594906074
AP0119,Fusión,4,2026-05-30 20:17:00,,,,0.25278700045893093
AP0119,Fusión,5,2026-05-30 21:04:00,,,,0.26975335435785625
AP0119,Fusión,6,2026-05-30 21:56:00,,,,0.25761870308625595
AP0119,Reducción,0,2026-05-30 23:45:00,2.1034490424048538,-0.15947247547920526,0.5087242876128011,
AP0119,Reducción,1,2026-05-31 00:15:00,0.5729690447113124,-0.05335300812410542,0.039438963470258215,
AP0119,Reducción,2,2026-05-31 00:40:00,0.5568490033828283,-0.0513422464614356,0.043426538768472245,
AP0119,Reducción,3,2026-05-31 01:00:00,,,,
AP0120,Fusión,0,2026-05-31 02:17:00,,,,0.3368870498513561
AP0120,Fusión,1,2026-05-31 02:44:00,,,,0.33767870721080945
AP0120,Fusión,2,2026-05-31 03:16:00,,,,0.3193010527703052
AP0120,Fusión,3,2026-05-31 03:53:00,,,,0.31368240919096474
AP0120,Fusión,4,2026-05-31 04:35:00,,,,0.3252676161190682
AP0120,Fusión,5,2026-05-31 05:22:00,,,,0.30105876167897117
AP0120,Fusión,6,2026-05-31 06:14:00,,,,0.2822840157241715
AP0120,Reducción,0,2026-05-31 07:18:00,1.788999344086636,-0.10442729514067209,0.7447263926799153,
AP0120,Reducción,1,2026-05-31 07:48:00,0.6222903625684775,-0.0806213044954906,-0.1839226823864285,
AP0120,Reducción,2,2026-05-31 08:13:00,0.7535533483134204,-0.10691345013339272,-0.31558115302050693,
AP0120,Reducción,3,2026-05-31 08:33:00,,,,
AP0121,Fusión,0,2026-05-31 09:59:00,,,,0.23679990163862782
AP0121,Fusión,1,2026-05-31 10:26:00,,,,0.26427370288924934
AP0121,Fusión,2,2026-05-31 10:58:00,,,,0.2689903938217827
AP0121,Fusión,3,2026-05-31 11:35:00,,,,0.25457654588214124
AP0121,Fusión,4,2026-05-31 12:17:00,,,,0.25992943907284494
AP0121,Fusión,5,2026-05-31 13:04:00,,,,0.2775924796531368
