id,fase,regla,agg_registrada,rho_dev,p_dev,n_dev,rho_lockbox,p_lockbox,n_lockbox
F05_ley_feo_next,Fusión,max,last,0.24089931681959412,2.6322328696426258e-05,298,0.2483678955453149,0.04967447593722442,63
F05_ley_feo_next,Fusión,median,last,0.29895575358079,1.4416129855145777e-07,298,0.3551267281105991,0.004289934666041176,63
F05_ley_feo_next,Fusión,coherente,last,0.12069044481547726,0.037314954208583946,298,0.18284370199692782,0.15147573459643587,63
F06_B2_ventana,Fusión,sum,last,0.08884540223904099,0.12594463779622644,298,0.09322196620583717,0.46741336137178974,63
F06_B2_ventana,Fusión,mean,last,0.061612511276940805,0.2890835004734664,298,0.06960445468509985,0.5877749524232627,63
F06_B2_ventana,Fusión,twmean,last,0.06389340646708606,0.27156771350204567,298,0.05510752688172044,0.6679452759075283,63
F06_B2_ventana,Fusión,last,last,0.0893188126920254,0.12393176021286996,298,-0.0016321044546850998,0.9898711127275848,63
F06_B2_ventana,Fusión,first,last,0.0040813513238374625,0.9440669203277148,298,0.010560675883256529,0.9345302347920504,63
F06_B2_ventana,Fusión,min,last,0.07621477507675348,0.18950303946741245,298,-0.034610215053763445,0.7877067777511065,63
F06_B2_ventana,Fusión,max,last,0.032241111027221325,0.5793236665547159,298,0.08525345622119816,0.5064733960018535,63
F06_B2_ventana,Fusión,median,last,0.07062590167346514,0.2241424368414345,298,0.06312403993855607,0.6230806065437158,63
F06_B2_ventana,Fusión,coherente,last,0.0893188126920254,0.12393176021286996,298,-0.0016321044546850998,0.9898711127275848,63
F07_T_media,Fusión,sum,twmean,0.012496240263967139,0.8296242479308139,299,0.22753456221198157,0.07290272325058898,63
F07_T_media,Fusión,mean,twmean,0.012496240263967139,0.8296242479308139,299,0.22753456221198157,0.07290272325058898,63
F07_T_media,Fusión,twmean,twmean,0.010860362281430272,0.8516511210628908,299,0.22206221198156684,0.08025981358338462,63
F07_T_media,Fusión,last,twmean,-0.01402482548090952,0.8091614316477382,299,0.12355990783410138,0.3346495320657548,63
F07_T_media,Fusión,first,twmean,0.007271217256627236,0.9003603806757815,299,0.3967453917050692,0.0012853278814705226,63
F07_T_media,Fusión,min,twmean,0.0124455118852551,0.8303053941799873,299,0.27160138248847926,0.03129867563804404,63
F07_T_media,Fusión,max,twmean,0.0043532131714215175,0.9402472143948181,299,0.2742415514592934,0.029628422669205682,63
F07_T_media,Fusión,median,twmean,0.014266346434423472,0.80593970997638,299,0.2170698924731183,0.08747344458606977,63
F07_T_media,Fusión,coherente,twmean,0.010860362281430272,0.8516511210628908,299,0.22206221198156684,0.08025981358338462,63
F08_T_ventana,Fusión,sum,twmean,-0.029501919148840653,0.6113764133742231,299,-0.22681451612903225,0.07383883033950667,63
F08_T_ventana,Fusión,mean,twmean,-0.029501919148840653,0.6113764133742231,299,-0.22681451612903225,0.07383883033950667,63
F08_T_ventana,Fusión,twmean,twmean,-0.036559448721689744,0.5288682592071036,299,-0.22206221198156684,0.08025981358338462,63
F08_T_ventana,Fusión,last,twmean,-0.09751520729052099,0.09234677714660051,299,-0.12355990783410138,0.3346495320657548,63
F08_T_ventana,Fusión,first,twmean,-0.04805279342775695,0.4077223512546192,299,-0.3969374039938557,0.0012777294484926966,63
F08_T_ventana,Fusión,min,twmean,-0.01372674014051312,0.8131421189254173,299,-0.2742415514592934,0.029628422669205682,63
F08_T_ventana,Fusión,max,twmean,-0.06212565374514602,0.2842647884319164,299,-0.26876920122887865,0.03317725402865482,63
F08_T_ventana,Fusión,median,twmean,-0.023210253417431707,0.689366026753425,299,-0.2158698156682028,0.08928132800485916,63
F08_T_ventana,Fusión,coherente,twmean,-0.036559448721689744,0.5288682592071036,299,-0.22206221198156684,0.08025981358338462,63
F09_T_gas_bhf,Fusión,sum,twmean,0.08185405490336918,0.15799988220750077,299,0.1368087557603687,0.28498950643499243,63
F09_T_gas_bhf,Fusión,mean,twmean,0.06906107607012188,0.23381158535255436,299,0.1368087557603687,0.28498950643499243,63
F09_T_gas_bhf,Fusión,twmean,twmean,0.07680545891225787,0.1853420756358806,299,0.138536866359447,0.27889082349697564,63
F09_T_gas_bhf,Fusión,last,twmean,0.0972009606967296,0.09340638275472297,299,0.05933179723502304,0.6441469777500881,63
F09_T_gas_bhf,Fusión,first,twmean,-0.04631186729815268,0.42493958454208525,299,0.08482142857142858,0.5086378780039541,63
F09_T_gas_bhf,Fusión,min,twmean,0.09378779376444972,0.10555080060415611,299,0.040034562211981574,0.7554006380765776,63
F09_T_gas_bhf,Fusión,max,twmean,0.06984983502053826,0.22850116514377644,299,0.11981566820276499,0.34961373370979393,63
F09_T_gas_bhf,Fusión,median,twmean,0.06754865210657449,0.24423628038296274,299,0.1217357910906298,0.3418887789940729,63
F09_T_gas_bhf,Fusión,coherente,twmean,0.07680545891225787,0.1853420756358806,299,0.138536866359447,0.27889082349697564,63
F10_irf_next,Fusión,sum,last,0.33172083566014116,4.375198796532691e-09,298,0.43956413210445466,0.0003128718153528878,63
F10_irf_next,Fusión,mean,last,0.33690930539486125,2.418656758202816e-09,298,0.4753744239631336,8.246775336597317e-05,63
F10_irf_next,Fusión,twmean,last,0.3183352004478354,1.9198686113435507e-08,298,0.46663786482334874,0.00011574762573689955,63
F10_irf_next,Fusión,last,last,0.1946100134019597,0.0007308906527144725,298,0.3309331797235023,0.00806827788661696,63
F10_irf_next,Fusión,first,last,0.38024177942473825,1.0962219559136402e-11,298,0.5417626728110599,4.531016730672711e-06,63
F10_irf_next,Fusión,min,last,0.2862947447131865,4.980576430408898e-07,298,0.5051363287250383,2.4194052496496705e-05,63
F10_irf_next,Fusión,max,last,0.354292175418525,3.059917034992947e-10,298,0.4657258064516129,0.00011985448197505087,63
F10_irf_next,Fusión,median,last,0.33936206127627194,1.8205769713458895e-09,298,0.4679339477726575,0.00011013384146363153,63
F10_irf_next,Fusión,coherente,last,0.1946100134019597,0.0007308906527144725,298,0.3309331797235023,0.00806827788661696,63
F11_log_sn_feo_next,Fusión,sum,last,-0.11670134488926434,0.04411526036132971,298,-0.20674923195084488,0.1039967737478718,63
F11_log_sn_feo_next,Fusión,mean,last,-0.11600936754131966,0.045394921244927534,298,-0.19556451612903225,0.12452974376471113,63
F11_log_sn_feo_next,Fusión,twmean,last,-0.09868408672026997,0.08902844788715081,298,-0.15773809523809523,0.21694863388073743,63
F11_log_sn_feo_next,Fusión,last,last,0.04129485921140429,0.4776006974016351,298,0.08808563748079878,0.49240185585645674,63
F11_log_sn_feo_next,Fusión,first,last,-0.15368358904979856,0.00786883430444171,298,-0.3052035330261137,0.015002884632360323,63
F11_log_sn_feo_next,Fusión,min,last,0.023553303681695857,0.6855212932005808,298,0.12168778801843318,0.3420805951374118,63
F11_log_sn_feo_next,Fusión,max,last,-0.17919152468320837,0.001899585323641976,298,-0.3299251152073732,0.008274851745318067,63
F11_log_sn_feo_next,Fusión,median,last,-0.15535322246731642,0.007212430186805316,298,-0.19940476190476192,0.11715845883117977,63
F11_log_sn_feo_next,Fusión,coherente,last,0.04129485921140429,0.4776006974016351,298,0.08808563748079878,0.49240185585645674,63
F12_d_log_sn_feo,Fusión,sum,sum,0.05477345337281141,0.346054370607906,298,0.07200460829493087,0.5749318584687826,63
F12_d_log_sn_feo,Fusión,mean,sum,0.05639093908717486,0.33197695550044715,298,0.07411674347158219,0.5637381664447879,63
F12_d_log_sn_feo,Fusión,twmean,sum,0.11378832884522991,0.049714320167872236,298,0.16671466973886329,0.19157999725840305,63
F12_d_log_sn_feo,Fusión,last,sum,0.09550715795244535,0.09985774831895167,298,0.2693452380952381,0.03278773200596734,63
F12_d_log_sn_feo,Fusión,first,sum,-0.04857875969635526,0.4033977352661576,298,-0.22321428571428573,0.07866399988003368,63
F12_d_log_sn_feo,Fusión,min,sum,0.16266705119929514,0.004877115811555991,298,0.30174731182795705,0.016243545218632093,63
F12_d_log_sn_feo,Fusión,max,sum,-0.06830011411277825,0.23981046727372535,298,-0.26368087557603687,0.03678866011211711,63
F12_d_log_sn_feo,Fusión,median,sum,0.08821690905145822,0.128655941671391,298,0.35896697388632876,0.0038632034604268177,63
F12_d_log_sn_feo,Fusión,coherente,sum,0.05477345337281141,0.346054370607906,298,0.07200460829493087,0.5749318584687826,63
F13_masa_por_carga,Fusión,sum,ratio,0.03376745162563662,0.5614882602546867,298,0.07526881720430108,0.5576760009205352,63
F13_masa_por_carga,Fusión,mean,ratio,0.06135812117720492,0.2910829644233602,298,0.16589861751152074,0.19379414569079864,63
F13_masa_por_carga,Fusión,twmean,ratio,0.032584832409752164,0.5752842534840907,298,0.1525057603686636,0.23277852420543185,63
F13_masa_por_carga,Fusión,last,ratio,-0.019367430222405415,0.7391646312680481,298,0.07358870967741937,0.5665269678446353,63
F13_masa_por_carga,Fusión,first,ratio,0.14502888415931892,0.012199190865811792,298,0.13805683563748078,0.2805761499999425,63
F13_masa_por_carga,Fusión,min,ratio,-0.003882283135274089,0.9467909295050095,298,-0.014976958525345623,0.9072547568607027,63
F13_masa_por_carga,Fusión,max,ratio,0.0054539695625193145,0.9253036836521328,298,0.13800883256528418,0.28074505281908096,63
F13_masa_por_carga,Fusión,median,ratio,0.12377030614556146,0.032691960457426894,298,0.16954685099846392,0.18403646901180204,63
F13_masa_por_carga,Fusión,coherente,ratio,0.03801726270357726,0.5132677850980758,298,0.17189900153609833,0.1779364501307203,63
F14_sn_ret_por_c,Fusión,sum,ratio,-0.012995712648339817,0.8232184685441605,298,0.05222734254992319,0.6843619299505921,63
F14_sn_ret_por_c,Fusión,mean,ratio,0.025431402088587945,0.6619374995092088,298,0.09086981566820276,0.47877074908374245,63
F14_sn_ret_por_c,Fusión,twmean,ratio,0.007979990620240905,0.8908891303328584,298,0.1389688940092166,0.2773797825836351,63
F14_sn_ret_por_c,Fusión,last,ratio,0.030351444038219367,0.6017640555186903,298,0.19119623655913978,0.1333375492844995,63
F14_sn_ret_por_c,Fusión,first,ratio,0.06795088709690861,0.24222784610916379,298,-0.0016321044546850998,0.9898711127275848,63
F14_sn_ret_por_c,Fusión,min,ratio,0.02669338151216621,0.6462741090523643,298,0.23679915514592934,0.06168273997949237,63
F14_sn_ret_por_c,Fusión,max,ratio,0.05779303469479958,0.32007643280140735,298,0.011568740399385562,0.9282965647399969,63
F14_sn_ret_por_c,Fusión,median,ratio,0.048114382586695155,0.40791310001576814,298,0.01728110599078341,0.8930642956955274,63
F14_sn_ret_por_c,Fusión,coherente,ratio,-0.0037913797917851007,0.9480350404082577,298,0.14813748079877112,0.24659256670853197,63
F15_dT,Fusión,sum,sum,-0.0653520684159727,0.2599479455239052,299,0.1900441628264209,0.13573700401495248,63
F15_dT,Fusión,mean,sum,-0.0653520684159727,0.2599479455239052,299,0.1900441628264209,0.13573700401495248,63
F15_dT,Fusión,twmean,sum,-0.02473300262620368,0.6701461875419565,299,0.2026689708141321,0.11115957384556124,63
F15_dT,Fusión,last,sum,0.12613633812933492,0.02920693174752419,299,0.3705357142857143,0.0027958542333718023,63
F15_dT,Fusión,first,sum,-0.1224264326277749,0.03434056792248651,299,-0.19662058371735794,0.12246836307018177,63
F15_dT,Fusión,min,sum,-0.02235909407196247,0.7001977184941456,299,-0.04550691244239631,0.7232261222493803,63
F15_dT,Fusión,max,sum,-0.05488182083454917,0.3442846148425959,299,0.09264592933947774,0.470181218857247,63
F15_dT,Fusión,median,sum,-0.06753024623465241,0.24436511516201204,299,0.2175499231950845,0.08675840684886693,63
F15_dT,Fusión,coherente,sum,-0.0653520684159727,0.2599479455239052,299,0.1900441628264209,0.13573700401495248,63
F16_sn_ret_frac,Fusión,sum,ratio,0.05991793765356648,0.3025767380225188,298,0.1144873271889401,0.37161052785232024,63
F16_sn_ret_frac,Fusión,mean,ratio,0.09520288744099656,0.10094753781767461,298,0.17405913978494625,0.17246490323992644,63
F16_sn_ret_frac,Fusión,twmean,ratio,0.09208989629182217,0.11264642167633145,298,0.22547043010752685,0.07561185139607363,63
F16_sn_ret_frac,Fusión,last,ratio,0.03766265832212724,0.5172076865689255,298,0.21519777265745008,0.09030648598649213,63
F16_sn_ret_frac,Fusión,first,ratio,0.13555115247557617,0.019234441398497518,298,0.1149673579109063,0.3695952152377028,63
F16_sn_ret_frac,Fusión,min,ratio,0.044513506141752424,0.44393081350014213,298,0.22523041474654376,0.07593199832012618,63
F16_sn_ret_frac,Fusión,max,ratio,0.02729663279633473,0.6388409094185354,298,0.1611463133640553,0.20705283287248458,63
F16_sn_ret_frac,Fusión,median,ratio,0.07806397797643784,0.17895440897888534,298,0.13042434715821813,0.30827840919800836,63
F16_sn_ret_frac,Fusión,coherente,ratio,0.06253938001822448,0.2818764884615516,298,0.17497119815668205,0.17019191873363934,63
